# Kaimal 1972 / Eurocode 1
time_s,U_ms,u_turbulent_ms,F_drag_N
177.1000,19.6369,-0.3631,1417.1038
177.1500,20.6029,0.6029,1559.9548
177.2000,21.0110,1.0110,1622.3725
177.2500,20.1749,0.1749,1495.8249
177.3000,22.1811,2.1811,1808.1026
177.3500,22.5804,2.5804,1873.7806
177.4000,20.7144,0.7144,1576.8858
177.4500,20.2168,0.2168,1502.0460
177.5000,19.4637,-0.5363,1392.2145
177.5500,19.8384,-0.1616,1446.3354
177.6000,20.1385,0.1385,1490.4240
177.6500,20.8533,0.8533,1598.1164
177.7000,21.3927,1.3927,1681.8576
177.7500,19.2381,-0.7619,1360.1329
177.8000,19.2832,-0.7168,1366.5211
177.8500,16.5679,-3.4321,1008.7719
177.9000,14.5742,-5.4258,780.5934
177.9500,13.9616,-6.0384,716.3496
178.0000,14.2673,-5.7327,748.0713
178.0500,16.5043,-3.4957,1001.0401
178.1000,17.1972,-2.8028,1086.8577
178.1500,17.3754,-2.6246,1109.4988
178.2000,18.1808,-1.8192,1214.7400
178.2500,16.9336,-3.0664,1053.7996
178.3000,17.5742,-2.4258,1135.0297
178.3500,16.3434,-3.6566,981.6135
178.4000,17.2305,-2.7695,1091.0770
178.4500,18.0236,-1.9764,1193.8245
178.5000,15.3352,-4.6648,864.2482
178.5500,15.5112,-4.4888,884.1969
178.6000,14.7478,-5.2522,799.3054
178.6500,14.8863,-5.1137,814.3862
178.7000,15.3739,-4.6261,868.6097
178.7500,13.8593,-6.1407,705.8969
178.8000,15.1432,-4.8568,842.7379
178.8500,16.2729,-3.7271,973.1716
178.9000,17.2348,-2.7652,1091.6129
178.9500,14.7282,-5.2718,797.1843
179.0000,16.0546,-3.9454,947.2299
179.0500,16.2884,-3.7116,975.0168
179.1000,16.0654,-3.9346,948.5096
179.1500,15.9998,-4.0002,940.7770
179.2000,14.3527,-5.6473,757.0479
179.2500,14.2380,-5.7620,744.9995
179.3000,15.3159,-4.6841,862.0704
179.3500,13.2958,-6.7042,649.6587
179.4000,12.6545,-7.3455,588.5006
179.4500,12.5875,-7.4125,582.2854
179.5000,13.7502,-6.2498,694.8299
179.5500,15.3142,-4.6858,861.8741
179.6000,14.7541,-5.2459,799.9905
179.6500,13.8942,-6.1058,709.4553
179.7000,13.2299,-6.7701,643.2335
179.7500,13.4708,-6.5292,666.8697
179.8000,16.3880,-3.6120,986.9805
179.8500,15.6698,-4.3302,902.3636
179.9000,14.6031,-5.3969,783.6992
179.9500,17.8014,-2.1986,1164.5702
180.0000,16.3227,-3.6773,979.1315
180.0500,13.5230,-6.4770,672.0515
180.1000,13.5013,-6.4987,669.8944
180.1500,12.5242,-7.4758,576.4425
180.2000,11.2754,-8.7246,467.2198
180.2500,12.7883,-7.2117,601.0111
180.3000,13.6064,-6.3936,680.3632
180.3500,13.4775,-6.5225,667.5381
180.4000,13.8832,-6.1168,708.3299
180.4500,15.2095,-4.7905,850.1364
180.5000,14.5721,-5.4279,780.3678
180.5500,15.4275,-4.5725,874.6838
180.6000,15.2832,-4.7168,858.3970
180.6500,15.2485,-4.7515,854.4983
180.7000,14.3614,-5.6386,757.9681
180.7500,14.1063,-5.8937,731.2819
180.8000,13.2423,-6.7577,644.4448
180.8500,12.3502,-7.6498,560.5391
180.9000,10.7706,-9.2294,426.3232
180.9500,10.4735,-9.5265,403.1294
181.0000,8.5554,-11.4446,268.9933
181.0500,9.7450,-10.2550,348.9992
181.1000,12.0699,-7.9301,535.3863
181.1500,12.4840,-7.5160,572.7466
181.2000,12.5077,-7.4923,574.9249
181.2500,10.8968,-9.1032,436.3681
181.3000,9.7473,-10.2527,349.1624
181.3500,6.9023,-13.0977,175.0852
181.4000,6.5126,-13.4874,155.8698
181.4500,6.1419,-13.8581,138.6333
181.5000,5.6384,-14.3616,116.8340
181.5500,5.2754,-14.7246,102.2750
181.6000,6.8996,-13.1004,174.9445
181.6500,9.5105,-10.4895,332.4038
181.7000,12.2491,-7.7509,551.3962
181.7500,12.4307,-7.5693,567.8663
181.8000,12.4890,-7.5110,573.2094
181.8500,12.9496,-7.0504,616.2663
181.9000,10.8923,-9.1077,436.0074
181.9500,10.6383,-9.3617,415.9133
182.0000,12.0128,-7.9872,530.3294
182.0500,14.2143,-5.7857,742.5194
182.1000,15.3727,-4.6273,868.4752
182.1500,15.3723,-4.6277,868.4274
182.2000,15.8933,-4.1067,928.2953
182.2500,15.9862,-4.0138,939.1775
182.3000,17.8385,-2.1615,1169.4273
182.3500,17.8066,-2.1934,1165.2511
182.4000,15.7920,-4.2080,916.4963
182.4500,15.3902,-4.6098,870.4592
182.5000,14.7610,-5.2390,800.7399
182.5500,15.6870,-4.3130,904.3484
182.6000,14.6371,-5.3629,787.3471
182.6500,13.1251,-6.8749,633.0856
182.7000,14.0055,-5.9945,720.8640
182.7500,13.8203,-6.1797,701.9317
182.8000,11.8140,-8.1860,512.9208
182.8500,11.9893,-8.0107,528.2578
182.9000,11.8517,-8.1483,516.2004
182.9500,11.4661,-8.5339,483.1553
183.0000,11.1430,-8.8570,456.3126
183.0500,11.6631,-8.3369,499.9002
183.1000,12.9463,-7.0537,615.9565
183.1500,13.4957,-6.5043,669.3439
183.2000,14.5102,-5.4898,773.7588
183.2500,14.1761,-5.8239,738.5304
183.3000,14.8121,-5.1879,806.2856
183.3500,15.3470,-4.6530,865.5730
183.4000,14.4559,-5.5441,767.9768
183.4500,15.5459,-4.4541,888.1610
183.5000,16.7200,-3.2800,1027.3740
183.5500,17.4406,-2.5594,1117.8458
183.6000,16.6772,-3.3228,1022.1298
183.6500,18.0180,-1.9820,1193.0813
183.7000,18.1955,-1.8045,1216.7099
183.7500,16.7910,-3.2090,1036.1224
183.8000,16.7432,-3.2568,1030.2331
183.8500,17.5752,-2.4248,1135.1617
183.9000,17.9753,-2.0247,1187.4327
183.9500,16.3243,-3.6757,979.3215
184.0000,15.5379,-4.4621,887.2420
184.0500,15.8552,-4.1448,923.8492
184.1000,15.2416,-4.7584,853.7229
184.1500,14.3651,-5.6349,758.3594
184.2000,14.6428,-5.3572,787.9606
184.2500,16.7079,-3.2921,1025.8876
184.3000,16.7921,-3.2079,1036.2596
184.3500,16.6239,-3.3761,1015.6028
184.4000,16.6937,-3.3063,1024.1437
184.4500,16.7149,-3.2851,1026.7491
184.5000,15.9662,-4.0338,936.8239
184.5500,16.8274,-3.1726,1040.6126
184.6000,15.0676,-4.9324,834.3414
184.6500,14.6600,-5.3400,789.8137
184.7000,14.0204,-5.9796,722.4018
184.7500,14.5100,-5.4900,773.7348
184.8000,12.3918,-7.6082,564.3180
184.8500,12.2132,-7.7868,548.1729
184.9000,13.2472,-6.7528,644.9207
184.9500,13.5637,-6.4363,676.1012
185.0000,13.1420,-6.8580,634.7177
185.0500,14.2765,-5.7235,749.0337
185.1000,15.8073,-4.1927,918.2733
185.1500,14.6813,-5.3187,792.1156
185.2000,13.3827,-6.6173,658.1754
185.2500,14.2420,-5.7580,745.4149
185.3000,16.2419,-3.7581,969.4662
185.3500,15.2794,-4.7206,857.9652
185.4000,16.9209,-3.0791,1052.2143
185.4500,14.9113,-5.0887,817.1238
185.5000,15.9155,-4.0845,930.8879
185.5500,14.2069,-5.7931,741.7426
185.6000,13.5688,-6.4312,676.6161
185.6500,15.1975,-4.8025,848.7878
185.7000,17.5948,-2.4052,1137.6911
185.7500,17.0225,-2.9775,1064.8908
185.8000,17.0443,-2.9557,1067.6150
185.8500,19.5605,-0.4395,1406.1044
185.9000,20.0811,0.0811,1481.9439
185.9500,19.6382,-0.3618,1417.2909
186.0000,18.1729,-1.8271,1213.6865
186.0500,18.7448,-1.2552,1291.2796
186.1000,20.4466,0.4466,1536.3789
186.1500,19.2344,-0.7656,1359.6058
186.2000,18.2766,-1.7234,1227.5792
186.2500,18.0059,-1.9941,1191.4775
186.3000,17.3215,-2.6785,1102.6293
186.3500,17.6395,-2.3605,1143.4858
186.4000,17.4437,-2.5563,1118.2409
186.4500,18.5118,-1.4882,1259.3775
186.5000,19.0726,-0.9274,1336.8354
186.5500,16.0603,-3.9397,947.9105
186.6000,16.4244,-3.5756,991.3656
186.6500,18.4205,-1.5795,1246.9873
186.7000,17.0801,-2.9199,1072.1025
186.7500,15.6810,-4.3190,903.6625
186.8000,14.9616,-5.0384,822.6452
186.8500,15.8040,-4.1960,917.8936
186.9000,15.7461,-4.2539,911.1820
186.9500,17.0625,-2.9375,1069.8934
187.0000,18.8041,-1.1959,1299.4632
187.0500,18.9808,-1.0192,1323.9882
187.1000,19.4139,-0.5861,1385.1071
187.1500,19.2162,-0.7838,1357.0411
187.2000,20.7795,0.7795,1586.8137
187.2500,19.2527,-0.7473,1362.2020
187.3000,18.3229,-1.6771,1233.8018
187.3500,18.4786,-1.5214,1254.8609
187.4000,16.6966,-3.3034,1024.4983
187.4500,16.1969,-3.8031,964.0989
187.5000,14.3963,-5.6037,761.6604
187.5500,15.5114,-4.4886,884.2157
187.6000,15.6576,-4.3424,900.9665
187.6500,14.5290,-5.4710,775.7621
187.7000,15.0398,-4.9602,831.2654
187.7500,14.4843,-5.5157,770.9964
187.8000,16.0027,-3.9973,941.1207
187.8500,15.5911,-4.4089,893.3318
187.9000,13.5920,-6.4080,678.9250
187.9500,14.2590,-5.7410,747.1949
188.0000,16.1207,-3.8793,955.0528
188.0500,14.5550,-5.4450,778.5440
188.1000,16.1369,-3.8631,956.9659
188.1500,18.5274,-1.4726,1261.4909
188.2000,16.6570,-3.3430,1019.6531
188.2500,20.0204,0.0204,1472.9970
188.3000,21.8573,1.8573,1755.7073
188.3500,22.8456,2.8456,1918.0602
188.4000,21.2997,1.2997,1667.2634
188.4500,23.9163,3.9163,2102.0668
188.5000,25.1665,5.1665,2327.5675
188.5500,23.8187,3.8187,2084.9475
188.6000,22.8630,2.8630,1920.9895
188.6500,21.7812,1.7812,1743.5038
188.7000,21.3784,1.3784,1679.6110
188.7500,23.0655,3.0655,1955.1574
188.8000,21.8615,1.8615,1756.3821
188.8500,21.3202,1.3202,1670.4792
188.9000,20.7897,0.7897,1588.3710
188.9500,19.4353,-0.5647,1388.1581
189.0000,19.0058,-0.9942,1327.4794
189.0500,19.0762,-0.9238,1337.3371
189.1000,19.5303,-0.4697,1401.7581
189.1500,20.1510,0.1510,1492.2809
189.2000,20.0460,0.0460,1476.7687
189.2500,17.2023,-2.7977,1087.4980
189.3000,19.3160,-0.6840,1371.1665
189.3500,19.5335,-0.4665,1402.2252
189.4000,18.5810,-1.4190,1268.8108
189.4500,17.0925,-2.9075,1073.6636
189.5000,16.1538,-3.8462,958.9693
189.5500,16.8244,-3.1756,1040.2441
189.6000,19.1357,-0.8643,1345.6913
189.6500,17.9234,-2.0766,1180.5902
189.7000,19.3684,-0.6316,1378.6164
189.7500,17.8358,-2.1642,1169.0789
189.8000,17.3863,-2.6137,1110.8858
189.8500,18.7182,-1.2818,1287.6143
189.9000,18.2147,-1.7853,1219.2682
189.9500,18.4598,-1.5402,1252.3053
190.0000,17.9985,-2.0015,1190.5012
190.0500,18.1037,-1.8963,1204.4595
190.1000,19.6486,-0.3514,1418.7943
190.1500,18.2560,-1.7440,1224.8040
190.2000,17.2475,-2.7525,1093.2210
190.2500,18.3497,-1.6503,1237.4135
190.3000,19.3636,-0.6364,1377.9423
190.3500,19.5191,-0.4809,1400.1542
190.4000,18.3428,-1.6572,1236.4843
190.4500,18.7332,-1.2668,1289.6809
190.5000,18.9537,-1.0463,1320.2171
190.5500,17.9553,-2.0447,1184.7950
190.6000,17.9054,-2.0946,1178.2190
190.6500,16.3791,-3.6209,985.9076
190.7000,18.0866,-1.9134,1202.1828
190.7500,17.1562,-2.8438,1081.6825
190.8000,15.9805,-4.0195,938.5096
190.8500,16.7691,-3.2309,1033.4154
190.9000,16.9728,-3.0272,1058.6805
190.9500,17.2238,-2.7762,1090.2251
191.0000,15.7997,-4.2003,917.3934
191.0500,15.5325,-4.4675,886.6216
191.1000,15.7183,-4.2817,907.9671
191.1500,16.8294,-3.1706,1040.8659
191.2000,16.7318,-3.2682,1028.8247
191.2500,18.6575,-1.3425,1279.2783
191.3000,19.4274,-0.5726,1387.0349
191.3500,19.7980,-0.2020,1440.4583
191.4000,20.5583,0.5583,1553.2148
191.4500,21.3687,1.3687,1678.0789
191.5000,21.5800,1.5800,1711.4412
191.5500,20.1342,0.1342,1489.7925
191.6000,21.9875,1.9875,1776.6741
191.6500,22.1178,2.1178,1797.7913
191.7000,22.4328,2.4328,1849.3716
191.7500,22.5772,2.5772,1873.2598
191.8000,22.2941,2.2941,1826.5695
191.8500,21.9169,1.9169,1765.2958
191.9000,22.2133,2.2133,1813.3536
191.9500,22.0415,2.0415,1785.4111
192.0000,25.2350,5.2350,2340.2659
192.0500,24.8356,4.8356,2266.7616
192.1000,22.7523,2.7523,1902.4262
192.1500,20.4189,0.4189,1532.2260
192.2000,19.4923,-0.5077,1396.3214
192.2500,17.3017,-2.6983,1100.1039
192.3000,16.6623,-3.3377,1020.2937
192.3500,18.0870,-1.9130,1202.2371
192.4000,17.7029,-2.2971,1151.7217
192.4500,16.2330,-3.7670,968.4023
192.5000,15.7681,-4.2319,913.7269
192.5500,15.4875,-4.5125,881.4984
192.6000,14.7133,-5.2867,795.5631
192.6500,17.6917,-2.3083,1150.2575
192.7000,17.5757,-2.4243,1135.2228
192.7500,19.7586,-0.2414,1434.7232
192.8000,18.7706,-1.2294,1294.8333
192.8500,19.6062,-0.3938,1412.6793
192.9000,17.9803,-2.0197,1188.0909
192.9500,19.1138,-0.8862,1342.6094
193.0000,21.4161,1.4161,1685.5440
193.0500,20.2183,0.2183,1502.2654
193.1000,21.1622,1.1622,1645.8088
193.1500,21.4866,1.4866,1696.6477
193.2000,19.5516,-0.4484,1404.8257
193.2500,20.7852,0.7852,1587.6934
193.3000,21.0748,1.0748,1632.2364
193.3500,19.6061,-0.3939,1412.6644
193.4000,21.2788,1.2788,1663.9969
193.4500,22.4091,2.4091,1845.4585
193.5000,21.1070,1.1070,1637.2277
193.5500,20.0560,0.0560,1478.2381
193.6000,20.3535,0.3535,1522.4186
193.6500,19.8021,-0.1979,1441.0503
193.7000,18.9360,-1.0640,1317.7476
193.7500,21.1820,1.1820,1648.8853
193.8000,19.5070,-0.4930,1398.4230
193.8500,16.1373,-3.8627,957.0128
193.9000,14.5106,-5.4894,773.8017
193.9500,11.1231,-8.8769,454.6857
194.0000,10.1302,-9.8698,377.1303
194.0500,10.2407,-9.7593,385.4052
194.1000,9.9406,-10.0594,363.1438
194.1500,10.6473,-9.3527,416.6169
194.2000,11.4893,-8.5107,485.1178
194.2500,13.3218,-6.6782,652.1994
194.3000,14.6445,-5.3555,788.1495
194.3500,13.3904,-6.6096,658.9354
194.4000,13.1445,-6.8555,634.9579
194.4500,14.2550,-5.7450,746.7754
194.5000,15.1892,-4.8108,847.8607
194.5500,15.6060,-4.3940,895.0355
194.6000,16.6904,-3.3096,1023.7413
194.6500,15.4168,-4.5832,873.4632
194.7000,13.0901,-6.9099,629.7126
194.7500,14.2399,-5.7601,745.1940
194.8000,12.5466,-7.4534,578.5060
194.8500,14.1341,-5.8659,734.1663
194.9000,14.4559,-5.5441,767.9754
194.9500,13.6470,-6.3530,684.4359
195.0000,12.3414,-7.6586,559.7376
195.0500,12.7206,-7.2794,594.6625
195.1000,13.0648,-6.9352,627.2868
195.1500,15.1839,-4.8161,847.2692
195.2000,15.1331,-4.8669,841.6193
195.2500,14.3607,-5.6393,757.8906
195.3000,15.0211,-4.9789,829.2007
195.3500,13.1633,-6.8367,636.7756
195.4000,14.5297,-5.4703,775.8382
195.4500,15.5046,-4.4954,883.4481
195.5000,14.3773,-5.6227,759.6435
195.5500,16.3151,-3.6849,978.2173
195.6000,14.3909,-5.6091,761.0843
195.6500,13.6816,-6.3184,687.9116
195.7000,13.0175,-6.9825,622.7452
195.7500,11.4982,-8.5018,485.8705
195.8000,10.7080,-9.2920,421.3771
195.8500,10.5241,-9.4759,407.0317
195.9000,9.9205,-10.0795,361.6824
195.9500,11.8500,-8.1500,516.0558
196.0000,13.5660,-6.4340,676.3342
196.0500,14.7784,-5.2216,802.6279
196.1000,13.9213,-6.0787,712.2246
196.1500,14.1812,-5.8188,739.0672
196.2000,14.2499,-5.7501,746.2470
196.2500,14.6817,-5.3183,792.1512
196.3000,15.4513,-4.5487,877.3785
196.3500,13.4393,-6.5607,663.7624
196.4000,12.9046,-7.0954,611.9974
196.4500,10.7030,-9.2970,420.9845
196.5000,13.1481,-6.8519,635.3110
196.5500,13.0436,-6.9564,625.2445
196.6000,13.7564,-6.2436,695.4532
196.6500,11.7285,-8.2715,505.5283
196.7000,13.7523,-6.2477,695.0362
196.7500,12.6317,-7.3683,586.3804
196.8000,12.5628,-7.4372,580.0048
196.8500,11.4372,-8.5628,480.7255
196.9000,12.4697,-7.5303,571.4418
196.9500,12.8777,-7.1223,609.4466
197.0000,11.5615,-8.4385,491.2320
197.0500,11.0156,-8.9844,445.9342
197.1000,12.7048,-7.2952,593.1871
197.1500,12.4465,-7.5535,569.3103
197.2000,12.7020,-7.2980,592.9277
197.2500,13.1391,-6.8609,634.4379
197.3000,14.8338,-5.1662,808.6535
197.3500,13.0114,-6.9886,622.1608
197.4000,13.4329,-6.5671,663.1247
197.4500,15.6396,-4.3604,898.8938
197.5000,17.1413,-2.8587,1079.8056
197.5500,16.5868,-3.4132,1011.0732
197.6000,17.5580,-2.4420,1132.9471
197.6500,17.2205,-2.7795,1089.8079
197.7000,16.9200,-3.0800,1052.1021
197.7500,17.0922,-2.9078,1073.6319
197.8000,18.5757,-1.4243,1268.0805
197.8500,18.5181,-1.4819,1260.2272
197.9000,19.0652,-0.9348,1335.7916
197.9500,18.8147,-1.1853,1300.9235
198.0000,20.2824,0.2824,1511.7998
198.0500,20.9223,0.9223,1608.7062
198.1000,21.5588,1.5588,1708.0766
198.1500,21.4342,1.4342,1688.3886
198.2000,21.1121,1.1121,1638.0270
198.2500,19.6087,-0.3913,1413.0450
198.3000,20.9529,0.9529,1613.4086
198.3500,18.6084,-1.3916,1272.5468
198.4000,18.1607,-1.8393,1212.0531
198.4500,19.3868,-0.6132,1381.2483
198.5000,18.8974,-1.1026,1312.3880
198.5500,19.7678,-0.2322,1436.0683
198.6000,20.5217,0.5217,1547.6917
198.6500,20.6188,0.6188,1562.3721
198.7000,20.2962,0.2962,1513.8618
198.7500,20.0942,0.0942,1483.8802
198.8000,18.6330,-1.3670,1275.9220
198.8500,19.9471,-0.0529,1462.2360
198.9000,17.9136,-2.0864,1179.2999
198.9500,18.8727,-1.1273,1308.9613
199.0000,18.1757,-1.8243,1214.0533
199.0500,20.0195,0.0195,1472.8658
199.1000,17.8650,-2.1350,1172.9121
199.1500,18.4493,-1.5507,1250.8782
199.2000,15.9018,-4.0982,929.2924
199.2500,17.4329,-2.5671,1116.8580
199.3000,16.0580,-3.9420,947.6332
199.3500,14.8517,-5.1483,810.6069
199.4000,16.0326,-3.9674,944.6352
199.4500,16.8525,-3.1475,1043.7192
199.5000,17.3060,-2.6940,1100.6501
199.5500,17.8944,-2.1056,1176.7753
199.6000,14.9672,-5.0328,823.2657
199.6500,16.0703,-3.9297,949.0829
199.7000,17.7896,-2.2104,1163.0296
199.7500,15.8448,-4.1552,922.6373
199.8000,16.1132,-3.8868,954.1635
199.8500,15.9443,-4.0557,934.2594
199.9000,13.7483,-6.2517,694.6293
199.9500,13.7007,-6.2993,689.8326
200.0000,12.3128,-7.6872,557.1476
200.0500,11.3219,-8.6781,471.0820
200.1000,9.4282,-10.5718,326.6776
200.1500,9.5117,-10.4883,332.4886
200.2000,11.7471,-8.2529,507.1256
200.2500,11.0490,-8.9510,448.6468
200.3000,11.5073,-8.4927,486.6394
200.3500,10.7630,-9.2370,425.7196
200.4000,11.4628,-8.5372,482.8797
200.4500,12.2586,-7.7414,552.2575
200.5000,12.6378,-7.3622,586.9477
200.5500,13.1558,-6.8442,636.0557
200.6000,14.4136,-5.5864,763.4919
200.6500,13.0512,-6.9488,625.9768
200.7000,12.9282,-7.0718,614.2315
200.7500,13.0597,-6.9403,626.7884
200.8000,13.7020,-6.2980,689.9603
200.8500,13.7512,-6.2488,694.9273
200.9000,13.4800,-6.5200,667.7887
200.9500,13.1773,-6.8227,638.1317
201.0000,13.2292,-6.7708,643.1662
201.0500,13.2757,-6.7243,647.6929
201.1000,12.5425,-7.4575,578.1262
201.1500,11.8676,-8.1324,517.5870
201.2000,11.4942,-8.5058,485.5262
201.2500,14.0036,-5.9964,720.6709
201.3000,12.7823,-7.2177,600.4512
201.3500,14.4888,-5.5112,771.4740
201.4000,16.8897,-3.1103,1048.3439
201.4500,16.7383,-3.2617,1029.6264
201.5000,16.1747,-3.8253,961.4610
201.5500,16.9629,-3.0371,1057.4425
201.6000,16.5607,-3.4393,1007.8991
201.6500,17.0985,-2.9015,1074.4155
201.7000,20.3146,0.3146,1516.6144
201.7500,21.2901,1.2901,1665.7599
201.8000,22.8480,2.8480,1918.4571
201.8500,21.9643,1.9643,1772.9270
201.9000,19.4797,-0.5203,1394.5107
201.9500,20.7444,0.7444,1581.4650
202.0000,22.3117,2.3117,1829.4518
202.0500,22.6206,2.6206,1880.4685
202.1000,22.3510,2.3510,1835.9030
202.1500,20.4496,0.4496,1536.8304
202.2000,22.4366,2.4366,1849.9970
202.2500,23.3400,3.3400,2001.9770
202.3000,24.0110,4.0110,2118.7458
202.3500,23.1917,3.1917,1976.6228
202.4000,24.0068,4.0068,2118.0025
202.4500,25.0609,5.0609,2308.0744
202.5000,23.5597,3.5597,2039.8423
202.5500,27.2403,7.2403,2726.9832
202.6000,26.8695,6.8695,2653.2421
202.6500,27.0080,7.0080,2680.6638
202.7000,26.9122,6.9122,2661.6811
202.7500,26.9878,6.9878,2676.6613
202.8000,27.2189,7.2189,2722.6927
202.8500,26.8923,6.8923,2657.7466
202.9000,27.3458,7.3458,2748.1410
202.9500,26.7799,6.7799,2635.5769
203.0000,23.3923,3.3923,2010.9581
203.0500,24.4082,4.4082,2189.4138
203.1000,25.4663,5.4663,2383.3486
203.1500,25.1399,5.1399,2322.6493
203.2000,27.4397,7.4397,2767.0423
203.2500,26.3590,6.3590,2553.3861
203.3000,25.1221,5.1221,2319.3731
203.3500,26.3354,6.3354,2548.8147
203.4000,26.2476,6.2476,2531.8338
203.4500,26.3311,6.3311,2547.9709
203.5000,26.0711,6.0711,2497.8981
203.5500,25.6399,5.6399,2415.9699
203.6000,26.6725,6.6725,2614.4687
203.6500,25.3772,5.3772,2366.7059
203.7000,24.0178,4.0178,2119.9379
203.7500,23.2920,3.2920,1993.7480
203.8000,21.4387,1.4387,1689.1024
203.8500,21.4226,1.4226,1686.5654
203.9000,18.0000,-2.0000,1190.6955
203.9500,16.7349,-3.2651,1029.2029
204.0000,18.6766,-1.3234,1281.8899
204.0500,20.6208,0.6208,1562.6813
204.1000,19.9315,-0.0685,1459.9482
204.1500,21.4468,1.4468,1690.3697
204.2000,21.5051,1.5051,1699.5765
204.2500,19.3744,-0.6256,1379.4687
204.3000,19.0713,-0.9287,1336.6502
204.3500,19.4360,-0.5640,1388.2587
204.4000,17.7244,-2.2756,1154.5198
204.4500,20.7323,0.7323,1579.6254
204.5000,20.7309,0.7309,1579.4105
204.5500,22.0786,2.0786,1791.4335
204.6000,21.7696,1.7696,1741.6381
204.6500,21.7406,1.7406,1737.0099
204.7000,20.6860,0.6860,1572.5704
204.7500,21.3273,1.3273,1671.5853
204.8000,22.7531,2.7531,1902.5655
204.8500,22.6997,2.6997,1893.6389
204.9000,23.2788,3.2788,1991.4889
204.9500,25.7273,5.7273,2432.4589
205.0000,24.2103,4.2103,2154.0635
205.0500,24.0640,4.0640,2128.0977
205.1000,24.7569,4.7569,2252.4266
205.1500,26.2394,6.2394,2530.2621
205.2000,27.0641,7.0641,2691.8164
205.2500,27.0018,7.0018,2679.4252
205.3000,26.0434,6.0434,2492.5927
205.3500,24.3249,4.3249,2174.4939
205.4000,23.8618,3.8618,2092.4977
205.4500,24.7478,4.7478,2250.7652
205.5000,22.7901,2.7901,1908.7513
205.5500,22.4761,2.4761,1856.5209
205.6000,24.2978,4.2978,2169.6620
205.6500,24.4280,4.4280,2192.9703
205.7000,24.8122,4.8122,2262.4957
205.7500,24.1124,4.1124,2136.6769
205.8000,25.6874,5.6874,2424.9171
205.8500,23.3841,3.3841,2009.5455
205.9000,22.2380,2.2380,1817.3922
205.9500,22.4318,2.4318,1849.2012
206.0000,21.3671,1.3671,1677.8353
206.0500,21.6364,1.6364,1720.3880
206.1000,21.2195,1.2195,1654.7360
206.1500,22.7539,2.7539,1902.7025
206.2000,22.0260,2.0260,1782.9018
206.2500,20.3770,0.3770,1525.9399
206.3000,18.8277,-1.1723,1302.7243
206.3500,20.0616,0.0616,1479.0632
206.4000,20.6480,0.6480,1566.8036
206.4500,21.1538,1.1538,1644.5032
206.5000,19.2314,-0.7686,1359.1920
206.5500,18.7064,-1.2936,1285.9878
206.6000,18.7026,-1.2974,1285.4656
206.6500,20.7418,0.7418,1581.0735
206.7000,18.6838,-1.3162,1282.8900
206.7500,17.5472,-2.4528,1131.5476
206.8000,16.8133,-3.1867,1038.8749
206.8500,18.3883,-1.6117,1242.6319
206.9000,17.6560,-2.3440,1145.6257
206.9500,15.3277,-4.6723,863.3959
207.0000,15.6266,-4.3734,897.3972
207.0500,15.6673,-4.3327,902.0860
207.1000,15.0274,-4.9726,829.9002
207.1500,14.9730,-5.0270,823.9032
207.2000,14.0319,-5.9681,723.5815
207.2500,13.4723,-6.5277,667.0248
207.3000,14.6757,-5.3243,791.5125
207.3500,12.2371,-7.7629,550.3225
207.4000,10.6987,-9.3013,420.6468
207.4500,11.3228,-8.6772,471.1594
207.5000,12.3690,-7.6310,562.2500
207.5500,12.3429,-7.6571,559.8722
207.6000,13.8176,-6.1824,701.6580
207.6500,15.5265,-4.4735,885.9371
207.7000,13.8121,-6.1879,701.0974
207.7500,12.5693,-7.4307,580.6068
207.8000,13.6255,-6.3745,682.2832
207.8500,12.7603,-7.2397,598.3784
207.9000,11.3885,-8.6115,476.6423
207.9500,11.3101,-8.6899,470.0980
208.0000,10.4369,-9.5631,400.3150
208.0500,12.0196,-7.9804,530.9338
208.1000,13.3356,-6.6644,653.5540
208.1500,13.8460,-6.1540,704.5421
208.2000,11.2633,-8.7367,466.2207
208.2500,11.3497,-8.6503,473.3956
208.3000,11.1827,-8.8173,459.5661
208.3500,11.0110,-8.9890,445.5671
208.4000,11.3542,-8.6458,473.7732
208.4500,9.7382,-10.2618,348.5124
208.5000,11.7968,-8.2032,511.4280
208.5500,11.9755,-8.0245,527.0438
208.6000,14.0306,-5.9694,723.4558
208.6500,14.0767,-5.9233,728.2123
208.7000,12.3515,-7.6485,560.6577
208.7500,11.7333,-8.2667,505.9383
208.8000,9.9111,-10.0889,360.9960
208.8500,10.4841,-9.5159,403.9463
208.9000,11.3462,-8.6538,473.1083
208.9500,13.2059,-6.7941,640.9001
209.0000,13.7855,-6.2145,698.3991
209.0500,15.5409,-4.4591,887.5797
209.1000,17.5610,-2.4390,1133.3331
209.1500,19.4347,-0.5653,1388.0709
209.2000,21.1321,1.1321,1641.1351
209.2500,22.1164,2.1164,1797.5677
209.3000,22.3294,2.3294,1832.3673
209.3500,21.4778,1.4778,1695.2684
209.4000,23.4871,3.4871,2027.2973
209.4500,24.5318,4.5318,2211.6499
209.5000,24.0338,4.0338,2122.7609
209.5500,22.6630,2.6630,1887.5233
209.6000,24.8621,4.8621,2271.6013
209.6500,22.9729,2.9729,1939.4924
209.7000,23.7453,3.7453,2072.1159
209.7500,21.2458,1.2458,1658.8360
209.8000,19.8817,-0.1183,1452.6653
209.8500,16.8430,-3.1570,1042.5431
