# Davenport 1961
time_s,U_ms,u_turbulent_ms,F_drag_N
169.6500,17.4372,-2.5628,1117.4010
169.7000,16.9459,-3.0541,1055.3234
169.7500,18.1379,-1.8621,1209.0204
169.8000,18.0707,-1.9293,1200.0763
169.8500,17.2408,-2.7592,1092.3808
169.9000,17.9561,-2.0439,1184.8942
169.9500,18.1016,-1.8984,1204.1807
170.0000,16.8153,-3.1847,1039.1274
170.0500,18.1573,-1.8427,1211.5977
170.1000,18.0797,-1.9203,1201.2707
170.1500,17.7207,-2.2793,1154.0380
170.2000,17.3424,-2.6576,1105.2910
170.2500,16.9793,-3.0207,1059.4886
170.3000,14.2946,-5.7054,750.9310
170.3500,13.5349,-6.4651,673.2378
170.4000,15.1023,-4.8977,838.1917
170.4500,16.6806,-3.3194,1022.5461
170.5000,15.7070,-4.2930,906.6642
170.5500,15.1805,-4.8195,846.8908
170.6000,16.8636,-3.1364,1045.1062
170.6500,16.2322,-3.7678,968.2998
170.7000,15.8236,-4.1764,920.1681
170.7500,14.6858,-5.3142,792.6025
170.8000,13.4903,-6.5097,668.8104
170.8500,13.4664,-6.5336,666.4373
170.9000,13.0085,-6.9915,621.8847
170.9500,12.8831,-7.1169,609.9551
171.0000,13.6277,-6.3723,682.4981
171.0500,13.6488,-6.3512,684.6169
171.1000,13.7327,-6.2673,693.0557
171.1500,14.4449,-5.5551,766.8108
171.2000,13.9272,-6.0728,712.8322
171.2500,14.3550,-5.6450,757.2946
171.3000,14.4828,-5.5172,770.8322
171.3500,15.3669,-4.6331,867.8227
171.4000,15.7530,-4.2470,911.9803
171.4500,15.2011,-4.7989,849.1937
171.5000,15.9080,-4.0920,930.0131
171.5500,14.8732,-5.1268,812.9523
171.6000,15.4483,-4.5517,877.0339
171.6500,15.7857,-4.2143,915.7716
171.7000,16.2661,-3.7339,972.3540
171.7500,15.4234,-4.5766,874.2146
171.8000,14.9679,-5.0321,823.3388
171.8500,16.3737,-3.6263,985.2588
171.9000,16.7172,-3.2828,1027.0289
171.9500,17.0444,-2.9556,1067.6293
172.0000,18.0969,-1.9031,1203.5500
172.0500,17.1036,-2.8964,1075.0586
172.1000,17.9267,-2.0733,1181.0170
172.1500,16.5968,-3.4032,1012.2913
172.2000,17.0280,-2.9720,1065.5812
172.2500,17.8118,-2.1882,1165.9336
172.3000,17.5235,-2.4765,1128.4944
172.3500,18.7910,-1.2090,1297.6459
172.4000,18.1621,-1.8379,1212.2365
172.4500,18.0715,-1.9285,1200.1833
172.5000,18.0294,-1.9706,1194.5937
172.5500,19.7280,-0.2720,1430.2818
172.6000,18.6958,-1.3042,1284.5345
172.6500,19.6968,-0.3032,1425.7628
172.7000,19.0903,-0.9097,1339.3207
172.7500,19.7765,-0.2235,1437.3342
172.8000,19.6319,-0.3681,1416.3915
172.8500,19.2122,-0.7878,1356.4762
172.9000,20.2765,0.2765,1510.9204
172.9500,20.1276,0.1276,1488.8139
173.0000,20.6772,0.6772,1571.2281
173.0500,20.2041,0.2041,1500.1626
173.1000,18.2569,-1.7431,1224.9318
173.1500,18.7873,-1.2127,1297.1402
173.2000,17.8318,-2.1682,1168.5539
173.2500,18.6640,-1.3360,1280.1632
173.3000,18.9277,-1.0723,1316.6033
173.3500,19.9276,-0.0724,1459.3727
173.4000,19.2653,-0.7347,1363.9825
173.4500,19.5749,-0.4251,1408.1733
173.5000,18.9951,-1.0049,1325.9871
173.5500,18.6090,-1.3910,1272.6403
173.6000,17.1663,-2.8337,1082.9517
173.6500,17.3182,-2.6818,1102.2065
173.7000,18.1756,-1.8244,1214.0435
173.7500,17.8830,-2.1170,1175.2674
173.8000,19.5375,-0.4625,1402.7925
173.8500,18.7704,-1.2296,1294.7985
173.9000,18.1668,-1.8332,1212.8727
173.9500,17.2136,-2.7864,1088.9296
174.0000,16.4009,-3.5991,988.5416
174.0500,16.2587,-3.7413,971.4746
174.1000,15.9098,-4.0902,930.2212
174.1500,16.5957,-3.4043,1012.1579
174.2000,18.3941,-1.6059,1243.4134
174.2500,19.8588,-0.1412,1449.3218
174.3000,19.6923,-0.3077,1425.1228
174.3500,19.6402,-0.3598,1417.5792
174.4000,19.3250,-0.6750,1372.4504
174.4500,17.7375,-2.2625,1156.2228
174.5000,17.6491,-2.3509,1144.7303
174.5500,17.5447,-2.4553,1131.2228
174.6000,16.2191,-3.7809,966.7438
174.6500,17.0533,-2.9467,1068.7398
174.7000,17.0600,-2.9400,1069.5887
174.7500,16.0035,-3.9965,941.2063
174.8000,16.5297,-3.4703,1004.1298
174.8500,16.2485,-3.7515,970.2465
174.9000,15.3632,-4.6368,867.4043
174.9500,14.5318,-5.4682,776.0598
175.0000,14.8948,-5.1052,815.3222
175.0500,14.9962,-5.0038,826.4558
175.1000,15.3714,-4.6286,868.3271
175.1500,15.0943,-4.9057,837.3060
175.2000,14.0064,-5.9936,720.9600
175.2500,13.5112,-6.4888,670.8767
175.3000,14.1433,-5.8567,735.1194
175.3500,13.9239,-6.0761,712.4876
175.4000,15.3902,-4.6098,870.4537
175.4500,14.8350,-5.1650,808.7794
175.5000,14.1083,-5.8917,731.4864
175.5500,15.3057,-4.6943,860.9238
175.6000,15.9443,-4.0557,934.2650
175.6500,15.8018,-4.1982,917.6382
175.7000,16.7562,-3.2438,1031.8251
175.7500,17.5552,-2.4448,1132.5780
175.8000,17.1735,-2.8265,1083.8665
175.8500,17.2918,-2.7082,1098.8477
175.9000,15.4439,-4.5561,876.5347
175.9500,16.8171,-3.1829,1039.3489
176.0000,16.8833,-3.1167,1047.5484
176.0500,16.7392,-3.2608,1029.7402
176.1000,15.6310,-4.3690,897.9109
176.1500,16.4935,-3.5065,999.7328
176.2000,16.6781,-3.3219,1022.2326
176.2500,17.7912,-2.2088,1163.2417
176.3000,17.9401,-2.0599,1182.7876
176.3500,17.4091,-2.5909,1113.8083
176.4000,18.2256,-1.7744,1220.7333
176.4500,19.1964,-0.8036,1354.2476
176.5000,17.8049,-2.1951,1165.0329
176.5500,19.5175,-0.4825,1399.9326
176.6000,19.9551,-0.0449,1463.4006
176.6500,19.8498,-0.1502,1448.0091
176.7000,19.6905,-0.3095,1424.8539
176.7500,19.6721,-0.3279,1422.1966
176.8000,19.2987,-0.7013,1368.7171
176.8500,17.6437,-2.3563,1144.0277
176.9000,17.8548,-2.1452,1171.5657
176.9500,19.1133,-0.8867,1342.5399
177.0000,18.6666,-1.3334,1280.5251
177.0500,18.6444,-1.3556,1277.4746
177.1000,18.6903,-1.3097,1283.7803
177.1500,19.3299,-0.6701,1373.1435
177.2000,19.5957,-0.4043,1411.1700
177.2500,19.0325,-0.9675,1331.2105
177.3000,20.3562,0.3562,1522.8235
177.3500,20.6038,0.6038,1560.0995
177.4000,19.3352,-0.6648,1373.9042
177.4500,18.9716,-1.0284,1322.7116
177.5000,18.4391,-1.5609,1249.4996
177.5500,18.6577,-1.3423,1279.3061
177.6000,18.8273,-1.1727,1302.6698
177.6500,19.2697,-0.7303,1364.6038
177.7000,19.5864,-0.4136,1409.8340
177.7500,18.1035,-1.8965,1204.4294
177.8000,18.0747,-1.9253,1200.6086
177.8500,16.2081,-3.7919,965.4266
177.9000,14.8238,-5.1762,807.5609
177.9500,14.3699,-5.6301,758.8658
178.0000,14.5414,-5.4586,777.0841
178.0500,16.0065,-3.9935,941.5603
178.1000,16.4469,-3.5531,994.0890
178.1500,16.5425,-3.4575,1005.6785
178.2000,17.0503,-2.9497,1068.3705
178.2500,16.1904,-3.8096,963.3220
178.3000,16.5818,-3.4182,1010.4602
178.3500,15.7295,-4.2705,909.2638
178.4000,16.2851,-3.7149,974.6310
178.4500,16.7742,-3.2258,1034.0500
178.5000,14.9442,-5.0558,820.7399
178.5500,15.0181,-4.9819,828.8734
178.6000,14.4724,-5.5276,769.7340
178.6500,14.5301,-5.4699,775.8801
178.7000,14.8220,-5.1780,807.3624
178.7500,13.7864,-6.2136,698.4904
178.8000,14.6162,-5.3838,785.1033
178.8500,15.3477,-4.6523,865.6512
178.9000,15.9614,-4.0386,936.2643
178.9500,14.2660,-5.7340,747.9325
179.0000,15.1183,-4.8817,839.9707
179.0500,15.2455,-4.7545,854.1586
179.1000,15.0648,-4.9352,834.0305
179.1500,14.9842,-5.0158,825.1353
179.2000,13.8502,-6.1498,704.9697
179.2500,13.7374,-6.2626,693.5338
179.3000,14.4182,-5.5818,763.9729
179.3500,13.0386,-6.9614,624.7674
179.4000,12.5780,-7.4220,581.4116
179.4500,12.5085,-7.4915,574.9975
179.5000,13.2641,-6.7359,646.5690
179.5500,14.2878,-5.7122,750.2202
179.6000,13.8951,-6.1049,709.5467
179.6500,13.2997,-6.7003,650.0370
179.7000,12.8369,-7.1631,605.5921
179.7500,12.9839,-7.0161,619.5330
179.8000,14.9126,-5.0874,817.2655
179.8500,14.4197,-5.5803,764.1309
179.9000,13.6921,-6.3079,688.9605
179.9500,15.7961,-4.2039,916.9731
180.0000,14.7806,-5.2194,802.8645
180.0500,12.8778,-7.1222,609.4528
180.1000,12.8230,-7.1770,604.2824
180.1500,12.1376,-7.8624,541.4022
180.2000,11.2787,-8.7213,467.4906
180.2500,12.2649,-7.7351,552.8217
180.3000,12.7945,-7.2055,601.5932
180.3500,12.6947,-7.3053,592.2491
180.4000,12.9518,-7.0482,616.4807
180.4500,13.8198,-6.1802,701.8800
180.5000,13.3798,-6.6202,657.8988
180.5500,13.9279,-6.0721,712.8967
180.6000,13.8075,-6.1925,700.6235
180.6500,13.7531,-6.2469,695.1146
180.7000,13.1272,-6.8728,633.2899
180.7500,12.9170,-7.0830,613.1674
180.8000,12.2991,-7.7009,555.9104
180.8500,11.6596,-8.3404,499.6048
180.9000,10.5646,-9.4354,410.1716
180.9500,10.3255,-9.6745,391.8108
181.0000,9.0178,-10.9822,298.8563
181.0500,9.7881,-10.2119,352.0883
181.1000,11.3207,-8.6793,470.9845
181.1500,11.5800,-8.4200,492.8066
181.2000,11.5705,-8.4295,491.9930
181.2500,10.4668,-9.5332,402.6141
181.3000,9.6649,-10.3351,343.2806
181.3500,7.7393,-12.2607,220.1222
181.4000,7.4555,-12.5445,204.2720
181.4500,7.1978,-12.8022,190.3930
181.5000,6.8638,-13.1362,173.1333
181.5500,6.6392,-13.3608,161.9895
181.6000,7.7533,-12.2467,220.9150
181.6500,9.5368,-10.4632,334.2466
181.7000,11.4067,-8.5933,478.1669
181.7500,11.5704,-8.4296,491.9850
181.8000,11.6451,-8.3549,498.3572
181.8500,11.9813,-8.0187,527.5553
181.9000,10.6419,-9.3581,416.1966
181.9500,10.5070,-9.4930,405.7066
182.0000,11.4657,-8.5343,483.1279
182.0500,12.9796,-7.0204,619.1277
182.1000,13.7971,-6.2029,699.5773
182.1500,13.8383,-6.1617,703.7547
182.2000,14.2210,-5.7790,743.2160
182.2500,14.3166,-5.6834,753.2428
182.3000,15.5761,-4.4239,891.6132
182.3500,15.5721,-4.4279,891.1478
182.4000,14.2391,-5.7609,745.1173
182.4500,13.9740,-6.0260,717.6315
182.5000,13.5591,-6.4409,675.6435
182.5500,14.1764,-5.8236,738.5617
182.6000,13.4766,-6.5234,667.4509
182.6500,12.4686,-7.5314,571.3369
182.7000,13.0535,-6.9465,626.1997
182.7500,12.9295,-7.0705,614.3585
182.8000,11.5945,-8.4055,494.0392
182.8500,11.7140,-8.2860,504.2732
182.9000,11.6316,-8.3684,497.2087
182.9500,11.3889,-8.6111,476.6730
183.0000,11.1945,-8.8055,460.5422
183.0500,11.5693,-8.4307,491.8925
183.1000,12.4580,-7.5420,570.3626
183.1500,12.8620,-7.1380,607.9564
183.2000,13.5744,-6.4256,677.1762
183.2500,13.3896,-6.6104,658.8639
183.3000,13.8494,-6.1506,704.8858
183.3500,14.2410,-5.7590,745.3142
183.4000,13.6849,-6.3151,688.2431
183.4500,14.4482,-5.5518,767.1548
183.5000,15.2689,-4.7311,856.7876
183.5500,15.7836,-4.2164,915.5180
183.6000,15.3077,-4.6923,861.1511
183.6500,16.2270,-3.7730,967.6822
183.7000,16.3672,-3.6328,984.4761
183.7500,15.4492,-4.5508,877.1397
183.8000,15.4319,-4.5681,875.1809
183.8500,15.9997,-4.0003,940.7593
183.9000,16.2749,-3.7251,973.4029
183.9500,15.1803,-4.8197,846.8690
184.0000,14.6592,-5.3408,789.7285
184.0500,14.8739,-5.1261,813.0294
184.1000,14.4708,-5.5292,769.5611
184.1500,13.8956,-6.1044,709.6014
184.2000,14.0951,-5.9049,730.1164
184.2500,15.4868,-4.5132,881.4165
184.3000,15.5596,-4.4404,889.7252
184.3500,15.4593,-4.5407,878.2883
184.4000,15.5143,-4.4857,884.5436
184.4500,15.5331,-4.4669,886.6991
184.5000,15.0382,-4.9618,831.0872
184.5500,15.6092,-4.3908,895.4052
184.6000,14.4351,-5.5649,765.7681
184.6500,14.1580,-5.8420,736.6480
184.7000,13.7302,-6.2698,692.8066
184.7500,14.0533,-5.9467,725.7947
184.8000,12.6454,-7.3546,587.6541
184.8500,12.5335,-7.4665,577.3003
184.9000,13.2371,-6.7629,643.9346
184.9500,13.4679,-6.5321,666.5901
185.0000,13.2117,-6.7883,641.4662
185.0500,13.9946,-6.0054,719.7455
185.1000,15.0408,-4.9592,831.3769
185.1500,14.3162,-5.6838,753.2093
185.2000,13.4768,-6.5232,667.4697
185.2500,14.0797,-5.9203,728.5195
185.3000,15.4435,-4.5565,876.4978
185.3500,14.8375,-5.1625,809.0532
185.4000,15.9570,-4.0430,935.7457
185.4500,14.6483,-5.3517,788.5493
185.5000,15.3400,-4.6600,864.7854
185.5500,14.2311,-5.7689,744.2786
185.6000,13.8400,-6.1600,703.9315
185.6500,14.9677,-5.0323,823.3175
185.7000,16.6102,-3.3898,1013.9223
185.7500,16.2758,-3.7242,973.5144
185.8000,16.3358,-3.6642,980.7068
185.8500,18.0543,-1.9457,1197.9014
185.9000,18.4398,-1.5602,1249.6026
185.9500,18.1736,-1.8264,1213.7845
186.0000,17.2227,-2.7773,1090.0895
186.0500,17.6268,-2.3732,1141.8355
186.1000,18.7796,-1.2204,1296.0692
186.1500,17.9875,-2.0125,1189.0454
186.2000,17.3585,-2.6415,1107.3400
186.2500,17.1854,-2.8146,1085.3618
186.3000,16.7388,-3.2612,1029.6840
186.3500,16.9602,-3.0398,1057.1117
186.4000,16.8427,-3.1573,1042.5057
186.4500,17.5654,-2.4346,1133.8925
186.5000,17.9450,-2.0550,1183.4340
186.5500,15.9452,-4.0548,934.3617
186.6000,16.1936,-3.8064,963.7068
186.6500,17.5305,-2.4695,1129.3928
186.7000,16.6450,-3.3550,1018.1868
186.7500,15.7179,-4.2821,907.9197
186.8000,15.2489,-4.7511,854.5476
186.8500,15.8262,-4.1738,920.4720
186.9000,15.8126,-4.1874,918.8889
186.9500,16.7181,-3.2819,1027.1446
187.0000,17.9077,-2.0923,1178.5167
187.0500,18.0528,-1.9472,1197.6991
187.1000,18.3623,-1.6377,1239.1148
187.1500,18.2488,-1.7512,1223.8487
187.2000,19.2987,-0.7013,1368.7144
187.2500,18.2857,-1.7143,1228.7932
187.3000,17.6627,-2.3373,1146.4942
187.3500,17.7580,-2.2420,1158.8965
187.4000,16.5629,-3.4371,1008.1664
187.4500,16.2194,-3.7806,966.7802
187.5000,15.0171,-4.9829,828.7627
187.5500,15.7597,-4.2403,912.7531
187.6000,15.8626,-4.1374,924.7129
187.6500,15.1202,-4.8798,840.1748
187.7000,15.4713,-4.5287,879.6546
187.7500,15.1202,-4.8798,840.1787
187.8000,16.1507,-3.8493,958.6037
187.8500,15.8979,-4.1021,928.8341
187.9000,14.5916,-5.4084,782.4585
187.9500,15.0674,-4.9326,834.3251
188.0000,16.3451,-3.6549,981.8236
188.0500,15.3496,-4.6504,865.8633
188.1000,16.4541,-3.5459,994.9636
188.1500,18.1004,-1.8996,1204.0259
188.2000,16.9175,-3.0825,1051.7907
188.2500,19.2169,-0.7831,1357.1411
188.3000,20.5027,0.5027,1544.8196
188.3500,21.2126,1.2126,1653.6582
188.4000,20.2315,0.2315,1504.2248
188.4500,22.0128,2.0128,1780.7702
188.5000,22.8767,2.8767,1923.2853
188.5500,21.9976,1.9976,1778.3122
188.6000,21.3680,1.3680,1677.9734
188.6500,20.6503,0.6503,1567.1408
188.7000,20.3847,0.3847,1527.0898
188.7500,21.5063,1.5063,1699.7702
188.8000,20.7004,0.7004,1574.7681
188.8500,20.3283,0.3283,1518.6558
188.9000,19.9601,-0.0399,1464.1395
188.9500,19.0430,-0.9570,1332.6923
189.0000,18.7432,-1.2568,1291.0488
189.0500,18.7802,-1.2198,1296.1641
189.1000,19.0750,-0.9250,1337.1667
189.1500,19.4799,-0.5201,1394.5417
189.2000,19.3963,-0.6037,1382.5962
189.2500,17.4920,-2.5080,1124.4374
189.3000,18.8864,-1.1136,1310.8565
189.3500,19.0214,-0.9786,1329.6680
189.4000,18.3723,-1.6277,1240.4696
189.4500,17.3659,-2.6341,1108.2899
189.5000,16.7306,-3.2694,1028.6812
189.5500,17.1759,-2.8241,1084.1658
189.6000,18.7156,-1.2844,1287.2552
189.6500,17.9126,-2.0874,1179.1709
189.7000,18.8714,-1.1286,1308.7783
189.7500,17.8493,-2.1507,1170.8484
189.8000,17.5477,-2.4523,1131.6160
189.8500,18.4337,-1.5663,1248.7666
189.9000,18.0996,-1.9004,1203.9197
189.9500,18.2616,-1.7384,1225.5674
190.0000,17.9545,-2.0455,1184.6901
190.0500,18.0260,-1.9740,1194.1456
190.1000,19.0536,-0.9464,1334.1682
190.1500,18.1246,-1.8754,1207.2478
190.2000,17.4510,-2.5490,1119.1707
190.2500,18.1857,-1.8143,1215.3883
190.3000,18.8631,-1.1369,1307.6255
190.3500,18.9649,-1.0351,1321.7798
190.4000,18.1775,-1.8225,1214.2943
190.4500,18.4305,-1.5695,1248.3365
190.5000,18.5690,-1.4310,1267.1684
190.5500,17.8948,-2.1052,1176.8262
190.6000,17.8492,-2.1508,1170.8276
190.6500,16.8255,-3.1745,1040.3849
190.7000,17.9536,-2.0464,1184.5715
190.7500,17.3286,-2.6714,1103.5279
190.8000,16.5410,-3.4590,1005.4993
190.8500,17.0642,-2.9358,1070.1095
190.9000,17.2022,-2.7978,1087.4946
190.9500,17.3706,-2.6294,1108.8842
191.0000,16.4261,-3.5739,991.5815
191.0500,16.2553,-3.7447,971.0668
191.1000,16.3950,-3.6050,987.8205
191.1500,17.1562,-2.8438,1081.6879
191.2000,17.1205,-2.8795,1077.1816
191.2500,18.4334,-1.5666,1248.7277
191.3000,18.9788,-1.0212,1323.7097
191.3500,19.2560,-0.7440,1362.6710
191.4000,19.7903,-0.2097,1439.3300
191.4500,20.3544,0.3544,1522.5550
191.5000,20.5137,0.5137,1546.4781
191.5500,19.5689,-0.4311,1407.3148
191.6000,20.8167,0.8167,1592.5112
191.6500,20.9179,0.9179,1608.0204
191.7000,21.1358,1.1358,1641.7080
191.7500,21.2355,1.2355,1657.2221
191.8000,21.0454,1.0454,1627.6975
191.8500,20.7901,0.7901,1588.4445
191.9000,20.9806,0.9806,1617.6845
191.9500,20.8612,0.8612,1599.3186
192.0000,22.9735,2.9735,1939.5924
192.0500,22.6829,2.6829,1890.8456
192.1000,21.2542,1.2542,1660.1450
192.1500,19.6506,-0.3494,1419.0885
192.2000,18.9801,-1.0199,1323.8989
192.2500,17.4728,-2.5272,1121.9700
192.3000,17.0050,-2.9950,1062.6978
192.3500,17.9173,-2.0827,1179.7819
192.4000,17.6284,-2.3716,1142.0390
192.4500,16.6173,-3.3827,1014.7922
192.5000,16.2794,-3.7206,973.9439
192.5500,16.0715,-3.9285,949.2235
192.6000,15.5474,-4.4526,888.3275
192.6500,17.5267,-2.4733,1128.9120
192.7000,17.4549,-2.5451,1119.6692
192.7500,18.9074,-1.0926,1313.7736
192.8000,18.2497,-1.7503,1223.9675
192.8500,18.7985,-1.2015,1298.6819
192.9000,17.7120,-2.2880,1152.9029
192.9500,18.4634,-1.5366,1252.7971
193.0000,19.9924,-0.0076,1468.8872
193.0500,19.1894,-0.8106,1353.2588
193.1000,19.8046,-0.1954,1441.4216
193.1500,20.0023,0.0023,1470.3365
193.2000,18.6937,-1.3063,1284.2441
193.2500,19.4906,-0.5094,1396.0700
193.3000,19.6579,-0.3421,1420.1483
193.3500,18.6540,-1.3460,1278.7954
193.4000,19.7381,-0.2619,1431.7600
193.4500,20.4567,0.4567,1537.9006
193.5000,19.5474,-0.4526,1404.2274
193.5500,18.7983,-1.2017,1298.6545
193.6000,18.9428,-1.0572,1318.6970
193.6500,18.5191,-1.4809,1260.3700
193.7000,17.8842,-2.1158,1175.4225
193.7500,19.3118,-0.6882,1370.5741
193.8000,18.1194,-1.8806,1206.5450
193.8500,15.7876,-4.2124,915.9852
193.9000,14.6114,-5.3886,784.5837
193.9500,12.2711,-7.7289,553.3845
194.0000,11.5361,-8.4639,489.0765
194.0500,11.5517,-8.4483,490.3969
194.1000,11.3089,-8.6911,470.0037
194.1500,11.7486,-8.2514,507.2616
194.2000,12.2901,-7.7099,555.0941
194.2500,13.4967,-6.5033,669.4389
194.3000,14.3634,-5.6366,758.1833
194.3500,13.5134,-6.4866,671.0976
194.4000,13.3348,-6.6652,653.4769
194.4500,14.0629,-5.9371,726.7897
194.5000,14.6752,-5.3248,791.4521
194.5500,14.9411,-5.0589,820.3913
194.6000,15.6441,-4.3559,899.4122
194.6500,14.7703,-5.2297,801.7437
194.7000,13.1939,-6.8061,639.7359
194.7500,13.9306,-6.0694,713.1796
194.8000,12.7837,-7.2163,600.5771
194.8500,13.8208,-6.1792,701.9760
194.9000,14.0181,-5.9819,722.1613
194.9500,13.4598,-6.5402,665.7906
195.0000,12.5732,-7.4268,580.9681
195.0500,12.8127,-7.1873,603.3100
195.1000,13.0374,-6.9626,624.6543
195.1500,14.4441,-5.5559,766.7214
195.2000,14.4050,-5.5950,762.5730
195.2500,13.8815,-6.1185,708.1575
195.3000,14.3077,-5.6923,752.3071
195.3500,13.0610,-6.9390,626.9165
195.4000,13.9606,-6.0394,716.2471
195.4500,14.6003,-5.3997,783.3923
195.5000,13.8400,-6.1600,703.9340
195.5500,15.1118,-4.8882,839.2514
195.6000,13.8108,-6.1892,700.9627
195.6500,13.3118,-6.6882,651.2270
195.7000,12.8429,-7.1571,606.1509
195.7500,11.8069,-8.1931,512.3096
195.8000,11.2617,-8.7383,466.0888
195.8500,11.1285,-8.8715,455.1268
195.9000,10.7283,-9.2717,422.9770
195.9500,12.0233,-7.9767,531.2537
196.0000,13.1826,-6.8174,638.6458
196.0500,14.0035,-5.9965,720.6569
196.1000,13.4433,-6.5567,664.1535
196.1500,13.6226,-6.3774,681.9848
196.2000,13.6743,-6.3257,687.1709
196.2500,13.9659,-6.0341,716.7948
196.3000,14.4762,-5.5238,770.1359
196.3500,13.1320,-6.8680,633.7492
196.4000,12.7663,-7.2337,598.9488
196.4500,11.3005,-8.6995,469.3052
196.5000,12.9309,-7.0691,614.4862
196.5500,12.8718,-7.1282,608.8820
196.6000,13.3516,-6.6484,655.1261
196.6500,12.0115,-7.9885,530.2174
196.7000,13.3650,-6.6350,656.4436
196.7500,12.6302,-7.3698,586.2411
196.8000,12.5921,-7.4079,582.7149
196.8500,11.8564,-8.1436,516.6079
196.9000,12.5596,-7.4404,579.7084
196.9500,12.8501,-7.1499,606.8351
197.0000,11.9942,-8.0058,528.6927
197.0500,11.6569,-8.3431,499.3684
197.1000,12.8125,-7.1875,603.2875
197.1500,12.6781,-7.3219,590.6973
197.2000,12.8874,-7.1126,610.3646
197.2500,13.2230,-6.7770,642.5650
197.3000,14.3947,-5.6053,761.4855
197.3500,13.2291,-6.7709,643.1622
197.4000,13.5604,-6.4396,675.7723
197.4500,15.0867,-4.9133,836.4563
197.5000,16.1430,-3.8570,957.6963
197.5500,15.8281,-4.1719,920.6906
197.6000,16.5228,-3.4772,1003.2895
197.6500,16.3452,-3.6548,981.8275
197.7000,16.1901,-3.8099,963.2829
197.7500,16.3521,-3.6479,982.6633
197.8000,17.3867,-2.6133,1110.9392
197.8500,17.3958,-2.6042,1112.1033
197.9000,17.8034,-2.1966,1164.8343
197.9500,17.6809,-2.3191,1148.8604
198.0000,18.6993,-1.3007,1285.0182
198.0500,19.1646,-0.8354,1349.7610
198.1000,19.6197,-0.3803,1414.6248
198.1500,19.5606,-0.4394,1406.1112
198.2000,19.3608,-0.6392,1377.5355
198.2500,18.3719,-1.6281,1240.4122
198.3000,19.2715,-0.7285,1364.8571
198.3500,17.7167,-2.2833,1153.5184
198.4000,17.4241,-2.5759,1115.7326
198.4500,18.2490,-1.7510,1223.8766
198.5000,17.9354,-2.0646,1182.1629
198.5500,18.5255,-1.4745,1261.2322
198.6000,19.0367,-0.9633,1331.7993
198.6500,19.1054,-0.8946,1341.4309
198.7000,18.8892,-1.1108,1311.2530
198.7500,18.7470,-1.2530,1291.5826
198.8000,17.7664,-2.2336,1159.9996
198.8500,18.6278,-1.3722,1275.2097
198.9000,17.2645,-2.7355,1095.3759
198.9500,17.8887,-2.1113,1176.0250
199.0000,17.4155,-2.5845,1114.6293
199.0500,18.6263,-1.3737,1275.0056
199.1000,17.1760,-2.8240,1084.1749
199.1500,17.5392,-2.4608,1130.5209
199.2000,15.8231,-4.1769,920.1117
199.2500,16.8183,-3.1817,1039.4942
199.3000,15.8840,-4.1160,927.2060
199.3500,15.0641,-4.9359,833.9580
199.4000,15.8389,-4.1611,921.9550
199.4500,16.3774,-3.6226,985.7034
199.5000,16.6707,-3.3293,1021.3319
199.5500,17.0466,-2.9534,1067.9040
199.6000,15.0825,-4.9175,835.9938
199.6500,15.8003,-4.1997,917.4653
199.7000,16.9284,-3.0716,1053.1508
199.7500,15.6150,-4.3850,896.0635
199.8000,15.7683,-4.2317,913.7531
199.8500,15.6273,-4.3727,897.4770
199.9000,14.1355,-5.8645,734.3065
199.9500,14.0714,-5.9286,727.6638
200.0000,13.1189,-6.8811,632.4874
200.0500,12.4327,-7.5673,568.0511
200.1000,11.1551,-8.8449,457.2993
200.1500,11.2061,-8.7939,461.4913
200.2000,12.6986,-7.3014,592.6145
200.2500,12.2462,-7.7538,551.1396
200.3000,12.5639,-7.4361,580.1036
200.3500,12.0878,-7.9122,536.9706
200.4000,12.5777,-7.4223,581.3841
200.4500,13.1376,-6.8624,634.2919
200.5000,13.4229,-6.5771,662.1445
200.5500,13.8027,-6.1973,700.1406
200.6000,14.6722,-5.3278,791.1286
200.6500,13.7973,-6.2027,699.5928
200.7000,13.7462,-6.2538,694.4160
200.7500,13.8686,-6.1314,706.8463
200.8000,14.3330,-5.6670,754.9690
200.8500,14.4033,-5.5967,762.4025
200.9000,14.2602,-5.7398,747.3221
200.9500,14.0973,-5.9027,730.3464
201.0000,14.1726,-5.8274,738.1722
201.0500,14.2461,-5.7539,745.8507
201.1000,13.8037,-6.1963,700.2388
201.1500,13.4049,-6.5951,660.3620
201.2000,13.2179,-6.7821,642.0718
201.2500,14.9558,-5.0442,822.0052
201.3000,14.2209,-5.7791,743.2116
201.3500,15.4386,-4.5614,875.9394
201.4000,17.1223,-2.8777,1077.4058
201.4500,17.1050,-2.8950,1075.2352
201.5000,16.8113,-3.1887,1038.6321
201.5500,17.4178,-2.5822,1114.9264
201.6000,17.2371,-2.7629,1091.9018
201.6500,17.6885,-2.3115,1149.8411
201.7000,19.9255,-0.0745,1459.0661
201.7500,20.6707,0.6707,1570.2445
201.8000,21.7921,1.7921,1745.2337
201.8500,21.2779,1.2779,1663.8605
201.9000,19.6945,-0.3055,1425.4383
201.9500,20.6082,0.6082,1560.7573
202.0000,21.7263,1.7263,1734.7255
202.0500,22.0038,2.0038,1779.3070
202.1000,21.8895,1.8895,1760.8765
202.1500,20.6911,0.6911,1573.3534
202.2000,22.0822,2.0822,1792.0148
