# ABAQUS Dynamic Analysis - Stress History at Element 1 Base
# Variable: SM2
time_s,SM2_Nm,sigma_bending_MPa
42.8234,10319.1240,7.603424
42.8734,8630.8262,6.359438
42.9234,7457.1606,5.494648
42.9734,7535.9976,5.552737
43.0234,7797.4858,5.745409
43.0734,7077.2549,5.214723
43.1234,6144.9819,4.527797
43.1734,5904.2373,4.350410
43.2234,5865.5938,4.321936
43.2734,5661.3271,4.171427
43.3234,5620.3975,4.141269
43.3734,6095.0835,4.491031
43.4234,6683.0723,4.924278
43.4734,6525.7466,4.808356
43.5234,6246.5625,4.602645
43.5734,7055.8521,5.198952
43.6234,8346.5098,6.149946
43.6734,8861.5605,6.529450
43.7234,8644.8799,6.369793
43.7734,8625.9707,6.355861
43.8234,9061.0801,6.676462
43.8734,9210.2344,6.786363
43.9234,8759.7656,6.454444
43.9734,8253.1709,6.081171
44.0234,8088.5762,5.959893
44.0734,8151.2339,6.006061
44.1234,8224.6680,6.060169
44.1734,8142.9458,5.999954
44.2234,7698.5884,5.672539
44.2734,6959.4683,5.127934
44.3234,6277.9097,4.625742
44.3734,5867.9556,4.323677
44.4234,5934.5635,4.372755
44.4734,6333.2861,4.666545
44.5234,6099.8623,4.494552
44.5734,5190.9312,3.824826
44.6234,4993.1387,3.679087
44.6734,5562.9106,4.098911
44.7234,5769.0859,4.250827
44.7734,5712.0098,4.208771
44.8234,5987.2393,4.411568
44.8734,6356.2397,4.683458
44.9234,6320.0015,4.656757
44.9734,5959.8169,4.391363
45.0234,5924.3271,4.365213
45.0734,6452.5732,4.754439
45.1234,6904.3359,5.087311
45.1734,6729.3608,4.958384
45.2234,6259.2192,4.611971
45.2734,6034.3960,4.446315
45.3234,5920.9229,4.362704
45.3734,5595.0239,4.122573
45.4234,5235.4204,3.857607
45.4734,4949.6611,3.647051
45.5234,4443.7788,3.274303
45.5734,3707.0471,2.731458
45.6234,3052.4395,2.249124
45.6734,2628.9424,1.937080
45.7234,2458.6873,1.811631
45.7734,2466.4355,1.817340
45.8234,2296.6536,1.692240
45.8734,1674.9628,1.234160
45.9234,1083.4946,0.798350
45.9734,1261.5148,0.929520
46.0234,2178.4663,1.605156
46.0734,3045.5261,2.244030
46.1234,3096.2354,2.281394
46.1734,2685.8889,1.979039
46.2234,2959.1938,2.180418
46.2734,4031.4592,2.970494
46.3234,4933.3560,3.635037
46.3734,5403.9878,3.981812
46.4234,6280.5942,4.627720
46.4734,7916.3203,5.832970
46.5234,9571.6650,7.052675
46.5734,10606.6279,7.815265
46.6234,11203.6211,8.255147
46.6734,11922.2285,8.784637
46.7234,13143.8467,9.684760
46.7734,14584.9961,10.746640
46.8234,15388.9287,11.339000
46.8734,15325.2627,11.292089
46.9234,15262.1855,11.245612
46.9734,15950.6006,11.752856
47.0234,17224.0098,12.691140
47.0734,18214.6602,13.421080
47.1234,18079.5156,13.321501
47.1734,17131.9082,12.623277
47.2234,16525.5508,12.176496
47.2734,16730.1465,12.327248
47.3234,16874.5605,12.433656
47.3734,16058.0498,11.832028
47.4234,14886.0283,10.968449
47.4734,14235.3398,10.489003
47.5234,13825.9424,10.187348
47.5734,13212.9336,9.735665
47.6234,12563.2861,9.256987
47.6734,12319.8477,9.077614
47.7234,12663.0801,9.330518
47.7734,12837.6191,9.459123
47.8234,12133.8008,8.940530
47.8734,11330.0615,8.348312
47.9234,11359.2832,8.369843
47.9734,11926.7070,8.787937
48.0234,12369.9014,9.114495
48.0734,12395.9727,9.133705
48.1234,12194.9053,8.985553
48.1734,12277.2021,9.046192
48.2234,12862.6816,9.477590
48.2734,13792.8105,10.162935
48.3234,14447.8291,10.645571
48.3734,14034.9541,10.341353
48.4234,13102.3105,9.654155
48.4734,13028.4971,9.599767
48.5234,13624.6582,10.039036
48.5734,13857.8389,10.210850
48.6234,13617.6943,10.033904
48.6734,12817.6348,9.444398
48.7234,11530.7207,8.496163
48.7734,10949.9541,8.068238
48.8234,11563.8711,8.520589
48.8734,11762.0928,8.666644
48.9234,10439.8662,7.692390
48.9734,9138.9883,6.733866
49.0234,9340.4668,6.882322
49.0734,9936.9131,7.321800
49.1234,9286.6592,6.842675
49.1734,8019.1211,5.908716
49.2234,8014.7061,5.905463
49.2734,9120.0498,6.719912
49.3234,9693.3232,7.142316
49.3734,9453.4375,6.965562
49.4234,8935.9863,6.584289
49.4734,8608.6904,6.343128
49.5234,9125.3242,6.723798
49.5734,10080.1768,7.427361
49.6234,10149.1807,7.478205
49.6734,9428.9209,6.947497
49.7234,9195.5010,6.775507
49.7734,9601.6338,7.074757
49.8234,9843.3730,7.252877
49.8734,9588.3516,7.064970
49.9234,9012.5146,6.640677
49.9734,8373.0020,6.169466
50.0234,7780.2734,5.732727
50.0734,7205.5103,5.309225
50.1234,6668.9458,4.913869
50.1734,6176.8364,4.551269
50.2234,5672.7446,4.179840
50.2734,5165.5000,3.806087
50.3234,4540.2051,3.345352
50.3734,3741.8896,2.757131
50.4234,3168.8999,2.334936
50.4734,2915.5588,2.148267
50.5234,2523.5095,1.859394
50.5734,2085.3232,1.536525
50.6234,2165.9861,1.595960
50.6734,2497.1487,1.839970
50.7234,2414.8645,1.779341
50.7734,2222.8230,1.637839
50.8234,2609.8333,1.922999
50.8734,3519.5686,2.593318
50.9234,4318.3486,3.181882
50.9734,4667.2666,3.438975
51.0234,5007.0605,3.689345
51.0734,5785.6821,4.263055
51.1234,6677.3159,4.920036
51.1734,7304.9380,5.382486
51.2234,7956.3906,5.862495
51.2734,8952.6152,6.596542
51.3234,9846.3574,7.255076
51.3734,9919.2793,7.308807
51.4234,9394.1895,6.921906
51.4734,9192.3164,6.773160
51.5234,9624.7061,7.091757
51.5734,10235.3535,7.541700
51.6234,10260.6836,7.560363
51.6734,9342.0859,6.883515
51.7234,8290.1377,6.108409
51.7734,7775.3833,5.729124
51.8234,7240.0791,5.334696
51.8734,6326.4478,4.661507
51.9234,5288.7705,3.896917
51.9734,4242.5718,3.126048
52.0234,3363.3345,2.478200
52.0734,2709.9087,1.996738
52.1234,1901.2124,1.400867
52.1734,802.6780,0.591436
52.2234,-91.8247,0.067659
52.2734,-508.4479,0.374639
52.3234,-770.6825,0.567861
52.3734,-1135.2568,0.836490
52.4234,-1500.1273,1.105336
52.4734,-1416.7468,1.043899
52.5234,-687.8477,0.506826
52.5734,40.7973,0.030061
52.6234,247.0685,0.182047
52.6734,466.1501,0.343473
52.7234,1325.6494,0.976776
52.7734,2458.0742,1.811179
52.8234,3329.2393,2.453078
52.8734,4006.3130,2.951965
52.9234,4675.7437,3.445221
52.9734,5533.5552,4.077281
53.0234,6549.2031,4.825639
53.0734,7267.6021,5.354976
53.1234,7603.1479,5.602216
53.1734,7841.5195,5.777855
53.2234,8143.8594,6.000627
53.2734,8495.4229,6.259669
53.3234,8499.4600,6.262644
53.3734,8005.4761,5.898662
53.4234,7457.5732,5.494952
53.4734,6977.3408,5.141103
53.5234,6316.9209,4.654487
53.5734,5507.8335,4.058328
53.6234,4835.1475,3.562674
53.6734,4241.9814,3.125613
53.7234,3324.7817,2.449794
53.7734,2143.5471,1.579426
53.8234,1086.8314,0.800808
53.8734,202.9847,0.149565
53.9234,-580.6943,0.427872
53.9734,-1156.0609,0.851819
54.0234,-1483.3059,1.092942
54.0734,-1717.0183,1.265148
54.1234,-1937.8376,1.427854
54.1734,-2013.3308,1.483479
54.2234,-1855.1332,1.366915
54.2734,-1502.7456,1.107266
54.3234,-914.5271,0.673850
54.3734,-142.8956,0.105290
54.4234,587.9113,0.433190
54.4734,1220.7039,0.899449
54.5234,2009.2081,1.480442
54.5734,3203.2642,2.360256
54.6234,4549.0801,3.351892
54.6734,5572.9058,4.106275
54.7234,6322.6445,4.658704
54.7734,7075.2095,5.213216
54.8234,7776.5771,5.730003
54.8734,8320.1064,6.130491
54.9234,8642.0781,6.367729
54.9734,8723.0645,6.427402
55.0234,8760.1475,6.454726
55.0734,8891.5703,6.551562
55.1234,8936.3154,6.584531
55.1734,8466.1152,6.238074
55.2234,7396.6782,5.450083
55.2734,6355.4614,4.682885
55.3234,5871.0117,4.325928
55.3734,5614.7515,4.137109
55.4234,4913.0322,3.620062
55.4734,3825.5085,2.818743
55.5234,3083.6562,2.272126
55.5734,2835.5923,2.089345
55.6234,2417.2632,1.781108
55.6734,1626.2443,1.198263
55.7234,959.9154,0.707293
55.7734,660.8734,0.486950
55.8234,919.6706,0.677639
55.8734,1868.5603,1.376808
55.9234,2733.7961,2.014339
55.9734,2742.5017,2.020753
56.0234,2503.2539,1.844469
56.0734,3182.1519,2.344700
56.1234,4633.7065,3.414247
56.1734,5635.6895,4.152536
56.2234,5836.8262,4.300740
56.2734,6235.0811,4.594185
56.3234,7657.3950,5.642186
56.3734,9305.3115,6.856418
56.4234,9892.5459,7.289109
56.4734,9750.5967,7.184517
56.5234,10036.2891,7.395023
56.5734,10796.3516,7.955059
56.6234,11166.4277,8.227742
56.6734,10837.5742,7.985433
56.7234,10464.5830,7.710602
56.7734,10486.9736,7.727100
56.8234,10419.7969,7.677603
56.8734,9714.9580,7.158257
56.9234,8705.3398,6.414342
56.9734,7978.7632,5.878980
57.0234,7488.0029,5.517374
57.0734,6893.0635,5.079005
57.1234,6075.6367,4.476702
57.1734,5395.5859,3.975621
57.2234,5124.6851,3.776014
57.2734,4798.6953,3.535815
57.3234,3895.0762,2.870003
57.3734,2710.4126,1.997109
57.4234,2285.6812,1.684155
57.4734,2939.2551,2.165727
57.5234,3495.1301,2.575311
57.5734,3262.1597,2.403652
57.6234,3122.3359,2.300626
57.6734,3769.6133,2.777558
57.7234,4896.9443,3.608208
57.7734,6026.5576,4.440539
57.8234,6840.3711,5.040180
57.8734,7431.4141,5.475677
57.9234,8264.1348,6.089250
57.9734,9604.3711,7.076774
58.0234,11098.2471,8.177504
58.0734,11804.3691,8.697795
58.1234,11576.8535,8.530155
58.1734,11808.4600,8.700809
58.2234,13256.7041,9.767917
58.2734,14515.8857,10.695717
58.3234,14198.0684,10.461541
58.3734,13067.2949,9.628355
58.4234,12668.5898,9.334577
58.4734,12962.9521,9.551472
58.5234,12715.6533,9.369255
58.5734,11627.5176,8.567486
58.6234,10420.1729,7.677880
58.6734,9453.6895,6.965747
58.7234,8467.6436,6.239201
58.7734,7323.2681,5.395992
58.8234,6482.8062,4.776716
58.8734,6111.5933,4.503196
58.9234,5459.3218,4.022584
58.9734,4121.9028,3.037135
59.0234,2882.9954,2.124273
59.0734,2570.7122,1.894174
59.1234,2824.1309,2.080900
59.1734,2868.5535,2.113632
59.2234,2814.0029,2.073437
59.2734,3067.6926,2.260363
59.3234,3567.6602,2.628753
59.3734,4272.2188,3.147892
59.4234,5223.9917,3.849186
59.4734,6229.0942,4.589774
59.5234,7171.7251,5.284331
59.5734,8409.4219,6.196301
59.6234,10093.2773,7.437014
59.6734,11377.7256,8.383432
59.7234,11871.1797,8.747023
59.7734,12734.4209,9.383083
59.8234,14388.2490,10.601671
59.8734,15512.7422,11.430230
59.9234,15465.7588,11.395611
59.9734,15265.2490,11.247870
60.0234,15773.3145,11.622227
60.0734,16261.5479,11.981971
60.1234,15745.3447,11.601618
60.1734,14813.8506,10.915266
60.2234,14442.1992,10.641423
60.2734,14280.4746,10.522260
60.3234,13679.1475,10.079185
60.3734,12762.8535,9.404033
60.4234,11714.8037,8.631801
60.4734,10536.2012,7.763373
60.5234,9512.8506,7.009339
60.5734,8885.5596,6.547133
60.6234,8280.3223,6.101177
60.6734,7261.2832,5.350320
60.7234,6140.4473,4.524456
60.7734,5583.2231,4.113878
60.8234,5603.9492,4.129149
60.8734,5485.4263,4.041818
60.9234,5085.5352,3.747167
60.9734,5045.8145,3.717900
61.0234,5466.2178,4.027665
61.0734,5970.8916,4.399523
61.1234,6493.9204,4.784905
61.1734,7105.4946,5.235531
61.2234,7726.2612,5.692929
61.2734,8256.8330,6.083869
61.3234,8840.4805,6.513917
61.3734,9721.6641,7.163199
61.4234,10799.1006,7.957084
61.4734,11782.6348,8.681780
61.5234,12478.9619,9.194854
61.5734,12901.6074,9.506271
61.6234,13413.2227,9.883244
61.6734,14110.2598,10.396841
61.7234,14427.9590,10.630931
61.7734,14055.5840,10.356554
61.8234,13597.0498,10.018693
61.8734,13757.2061,10.136701
61.9234,14298.6426,10.535647
61.9734,14203.9053,10.465841
62.0234,13071.3789,9.631364
62.0734,11817.6689,8.707595
62.1234,11166.0010,8.227427
62.1734,10687.1621,7.874605
62.2234,9856.8945,7.262840
62.2734,8868.4639,6.534536
62.3234,8057.3857,5.936911
62.3734,7052.4077,5.196415
62.4234,5652.7217,4.165086
62.4734,4676.5923,3.445846
62.5234,4524.7690,3.333979
62.5734,4407.1157,3.247288
62.6234,3578.2854,2.636582
62.6734,2380.8467,1.754276
62.7234,1817.5328,1.339210
62.7734,2082.8076,1.534672
62.8234,2413.6548,1.778449
62.8734,2437.8362,1.796267
62.9234,2462.2573,1.814261
62.9734,2882.4263,2.123854
63.0234,3721.4851,2.742096
63.0734,4412.8076,3.251482
63.1234,4691.2622,3.456655
63.1734,5106.5278,3.762635
63.2234,6021.0693,4.436495
63.2734,7053.0122,5.196860
63.3234,7595.6704,5.596706
63.3734,7843.2310,5.779116
63.4234,8620.2510,6.351646
63.4734,9760.6055,7.191892
63.5234,10291.0176,7.582714
63.5734,10064.9121,7.416113
63.6234,9789.5127,7.213191
63.6734,9923.2314,7.311719
63.7234,10141.3271,7.472418
63.7734,9902.7949,7.296661
63.8234,9275.9336,6.834772
63.8734,8758.3447,6.453397
63.9234,8549.9854,6.299872
63.9734,8269.0898,6.092901
64.0234,7551.1504,5.563902
64.0734,6760.8921,4.981618
64.1234,6315.2607,4.653264
64.1734,5780.7300,4.259406
64.2234,4918.9883,3.624450
64.2734,4426.6450,3.261678
64.3234,4326.9468,3.188217
64.3734,3863.8301,2.846980
64.4234,3323.8154,2.449082
64.4734,3399.8188,2.505083
64.5234,3643.2341,2.684439
64.5734,3477.2427,2.562131
64.6234,3421.1938,2.520833
64.6734,4045.1831,2.980606
64.7234,5155.3462,3.798606
64.7734,6326.5176,4.661558
64.8234,7145.9019,5.265304
64.8734,7534.6660,5.551756
64.9234,7866.1543,5.796006
64.9734,8235.4883,6.068142
65.0234,8466.9316,6.238676
65.0734,8887.1826,6.548329
65.1234,9703.4004,7.149741
65.1734,10275.7158,7.571440
65.2234,10207.1924,7.520950
65.2734,10055.7520,7.409364
65.3234,10196.9023,7.513368
65.3734,10159.3076,7.485667
65.4234,9617.3477,7.086335
65.4734,8838.3164,6.512323
65.5234,8039.5649,5.923780
65.5734,7188.9795,5.297045
65.6234,6351.3169,4.679831
65.6734,5568.8413,4.103281
65.7234,4677.0981,3.446219
65.7734,3756.6584,2.768013
65.8234,3144.4485,2.316919
65.8734,2759.1848,2.033046
65.9234,2272.6179,1.674530
65.9734,1882.1306,1.386807
66.0234,1888.8060,1.391726
66.0734,1870.9279,1.378553
66.1234,1438.5828,1.059989
66.1734,1149.7936,0.847201
66.2234,1608.8748,1.185465
66.2734,2573.0752,1.895915
66.3234,3503.7537,2.581665
66.3734,4195.5938,3.091433
66.4234,4763.5410,3.509912
66.4734,5387.3691,3.969567
66.5234,6129.9038,4.516687
66.5734,7056.2861,5.199272
66.6234,8149.7773,6.004988
66.6734,9004.3242,6.634642
66.7234,9426.1982,6.945491
66.7734,9822.8115,7.237727
66.8234,10430.4727,7.685469
66.8734,10946.9053,8.065991
66.9234,11081.5420,8.165195
66.9734,11130.9033,8.201566
67.0234,11584.1133,8.535504
67.0734,12274.0547,9.043873
67.1234,12551.4883,9.248294
67.1734,12197.8320,8.987710
67.2234,11550.9639,8.511079
67.2734,11208.7559,8.258930
67.3234,11427.3115,8.419968
67.3734,11359.3008,8.369856
67.4234,10392.5879,7.657554
67.4734,9251.2803,6.816606
67.5234,8571.5781,6.315783
67.5734,8225.7002,6.060930
67.6234,7779.6919,5.732298
67.6734,6913.8389,5.094313
67.7234,6029.7759,4.442910
67.7734,5559.2759,4.096233
67.8234,5211.3643,3.839881
67.8734,4793.1611,3.531737
67.9234,4416.4688,3.254180
67.9734,4089.2078,3.013045
68.0234,3711.5571,2.734781
68.0734,3258.1382,2.400689
68.1234,3162.7678,2.330417
68.1734,3823.3447,2.817149
68.2234,4574.0005,3.370254
68.2734,4462.8472,3.288353
68.3234,4086.9932,3.011413
68.3734,4851.4160,3.574661
68.4234,6606.2280,4.867657
68.4734,8241.7891,6.072785
68.5234,9295.7861,6.849400
68.5734,9762.6279,7.193382
68.6234,10341.5977,7.619983
68.6734,11536.5059,8.500426
68.7234,12485.2070,9.199456
68.7734,12756.2891,9.399197
68.8234,12944.9131,9.538180
68.8734,13365.8408,9.848332
68.9234,13965.0986,10.289882
68.9734,14452.7725,10.649214
69.0234,14326.1250,10.555896
69.0734,13572.9746,10.000954
69.1234,12811.9590,9.440216
69.1734,12393.9639,9.132225
69.2234,12077.6553,8.899160
69.2734,11435.7383,8.426177
69.3234,10424.4619,7.681040
69.3734,9320.1504,6.867352
69.4234,8059.3896,5.938388
69.4734,6716.8164,4.949141
69.5234,5855.0312,4.314154
69.5734,5609.2329,4.133042
69.6234,5411.9912,3.987709
69.6734,4800.7891,3.537358
69.7234,4140.3306,3.050713
69.7734,4150.6675,3.058330
69.8234,4770.7935,3.515256
69.8734,5356.5620,3.946867
69.9234,5535.1636,4.078466
69.9734,5357.8062,3.947784
70.0234,5336.7954,3.932303
70.0734,5885.0273,4.336256
70.1234,6764.5420,4.984307
70.1734,7849.0278,5.783387
70.2234,9234.8789,6.804521
70.2734,10418.0215,7.676295
70.3234,10904.9570,8.035082
70.3734,11243.8643,8.284799
70.4234,12131.7578,8.939024
70.4734,13166.6406,9.701555
70.5234,13547.5186,9.982197
70.5734,13306.8545,9.804869
70.6234,13090.8066,9.645679
70.6734,13155.8760,9.693624
70.7234,13227.0732,9.746084
70.7734,12877.6885,9.488647
70.8234,11991.3730,8.835585
70.8734,11100.4346,8.179116
70.9234,10606.2080,7.814956
70.9734,10335.7852,7.615700
71.0234,9917.2207,7.307290
71.0734,8867.8105,6.534055
71.1234,7208.8115,5.311657
71.1734,5809.0801,4.280295
71.2234,5307.8662,3.910987
71.2734,5022.4282,3.700668
71.3234,3906.4275,2.878367
71.3734,2560.3323,1.886526
71.4234,2392.9734,1.763211
71.4734,3194.3962,2.353722
71.5234,3519.7991,2.593488
71.5734,3066.3591,2.259381
71.6234,3105.9475,2.288550
71.6734,4031.7058,2.970676
71.7234,4773.7954,3.517468
71.7734,5147.2417,3.792634
71.8234,5774.8584,4.255080
71.8734,6533.4795,4.814054
71.9234,7309.2720,5.385679
71.9734,8544.3809,6.295743
72.0234,9971.8506,7.347543
72.0734,10737.5068,7.911700
72.1234,10888.9834,8.023313
72.1734,11364.3555,8.373580
72.2234,12606.4277,9.288774
72.2734,13809.6191,10.175320
72.3234,14066.7646,10.364792
72.3734,13431.9238,9.897023
72.4234,12664.7871,9.331775
72.4734,12500.2695,9.210554
72.5234,12709.8643,9.364989
72.5734,12525.0049,9.228780
72.6234,11633.0693,8.571576
72.6734,10490.0400,7.729360
72.7234,9820.5771,7.236081
72.7734,9441.8291,6.957008
72.8234,8551.8447,6.301242
72.8734,7028.5801,5.178858
72.9234,5750.3965,4.237056
72.9734,5213.4609,3.841426
73.0234,4684.1685,3.451429
73.0734,3673.6199,2.706828
73.1234,2696.6860,1.986995
73.1734,2270.7625,1.673162
73.2234,2233.2190,1.645499
73.2734,2075.7559,1.529476
73.3234,1598.6376,1.177922
73.3734,1178.5002,0.868352
73.4234,1184.1320,0.872502
73.4734,1529.7659,1.127175
73.5234,2135.4771,1.573480
73.5734,2794.8184,2.059302
73.6234,3188.8479,2.349634
73.6734,3484.7419,2.567657
73.7234,3971.8599,2.926579
73.7734,4588.3716,3.380843
73.8234,5102.1597,3.759416
73.8734,5476.1733,4.035000
73.9234,5866.6577,4.322720
73.9734,6257.4868,4.610694
74.0234,6487.8569,4.780438
74.0734,6615.4048,4.874418
74.1234,6778.8022,4.994814
74.1734,6890.7085,5.077270
74.2234,6855.5044,5.051331
74.2734,6651.5942,4.901084
74.3234,6203.3633,4.570814
74.3734,5578.2988,4.110249
74.4234,5071.0825,3.736518
74.4734,4706.2705,3.467714
74.5234,4140.8286,3.051080
74.5734,3414.1345,2.515631
74.6234,2893.2664,2.131841
74.6734,2487.3828,1.832774
74.7234,1883.4857,1.387806
74.7734,1169.7638,0.861915
74.8234,664.7390,0.489799
74.8734,398.9059,0.293925
74.9234,155.9713,0.114924
74.9734,-101.1138,0.074504
75.0234,-272.2923,0.200633
75.0734,-250.2656,0.184403
75.1234,54.3138,0.040020
75.1734,495.6015,0.365173
75.2234,848.9979,0.625566
75.2734,1179.7516,0.869275
75.3234,1575.5747,1.160928
75.3734,2016.5994,1.485888
75.4234,2711.2717,1.997742
75.4734,3535.5964,2.605128
75.5234,3948.4922,2.909361
75.5734,4072.6082,3.000814
75.6234,4349.6001,3.204909
75.6734,4849.3647,3.573150
75.7234,5563.8999,4.099640
75.7734,6263.2754,4.614959
75.8234,6411.9067,4.724475
75.8734,5973.8613,4.401711
75.9234,5624.2017,4.144072
75.9734,5661.3843,4.171469
76.0234,5727.5381,4.220213
76.0734,5515.9644,4.064319
76.1234,5000.1250,3.684234
76.1734,4334.5542,3.193823
76.2234,3602.5002,2.654425
76.2734,2837.9131,2.091055
76.3234,2237.6482,1.648763
76.3734,1755.9780,1.293855
76.4234,1158.2743,0.853449
