# ABAQUS Dynamic Analysis - Stress History
# ODB: tree_H6m_DBH25cm.odb
# f1=1.0560 Hz  U1_tip_max=0.0000 m  U2_tip_max=0.0000 m
# sigma_max_SM2=8.689 MPa  sigma_max_Mres=8.731 MPa
# DAF_SM2=0.483  DAF_Mres=0.485
time_s,SM1_Nm,SM2_Nm,Mres_Nm,sigma_bending_MPa
2.0000,1667.0571,1472.7269,2224.4110,0.839173
2.0500,1823.1775,1931.1874,2655.8352,1.001930
2.1000,1690.5557,2654.9893,3147.5302,1.187425
2.1500,1309.0382,3726.6758,3949.8979,1.490123
2.2000,759.6453,5122.6177,5178.6362,1.953672
2.2500,71.0553,6534.9922,6535.3785,2.465512
2.3000,-743.8464,7874.0850,7909.1416,2.983772
2.3500,-1550.4535,9057.6787,9189.4205,3.466766
2.4000,-2208.7532,9681.9414,9930.6888,3.746414
2.4500,-2745.3872,9701.1201,10082.1070,3.803537
2.5000,-3185.1565,9429.8193,9953.2263,3.754916
2.5500,-3435.4580,8833.1592,9477.7145,3.575526
2.6000,-3469.4082,7830.1519,8564.3489,3.230953
2.6500,-3319.4871,6619.3232,7405.0277,2.793592
2.7000,-2966.3887,5301.6880,6075.1426,2.291885
2.7500,-2439.0649,3908.0457,4606.7189,1.737913
2.8000,-1862.2037,2662.4241,3249.0467,1.225723
2.8500,-1271.4629,1895.0288,2282.0500,0.860917
2.9000,-636.6678,1764.4072,1875.7608,0.707642
2.9500,-125.3378,2166.1233,2169.7465,0.818550
3.0000,118.4486,3077.0742,3079.3531,1.161705
3.0500,151.4194,4649.1719,4651.6370,1.754859
3.1000,-45.1044,6792.3730,6792.5228,2.562521
3.1500,-472.3274,9135.8379,9148.0395,3.451154
3.2000,-1007.3666,11329.6885,11374.3848,4.291057
3.2500,-1626.9091,13131.9307,13232.3254,4.991976
3.3000,-2369.2712,14365.5361,14559.6042,5.492700
3.3500,-3155.2996,14837.4043,15169.1952,5.722672
3.4000,-3878.9355,14334.6748,14850.2203,5.602337
3.4500,-4491.0425,12834.4189,13597.4914,5.129737
3.5000,-4886.8999,10556.8662,11633.1086,4.388662
3.5500,-4932.9111,7729.8994,9169.7850,3.459358
3.6000,-4567.8164,4553.1177,6449.4827,2.433107
3.6500,-3843.7124,1367.6246,4079.7699,1.539118
3.7000,-2936.5435,-1337.6755,3226.8659,1.217355
3.7500,-2008.5253,-3118.3901,3709.2494,1.399337
3.8000,-1117.5759,-3752.8105,3915.6817,1.477215
3.8500,-319.4882,-3229.5850,3245.3492,1.224328
3.9000,249.5815,-1624.3591,1643.4213,0.619991
3.9500,468.2149,897.2594,1012.0769,0.381812
4.0000,336.7921,4020.5076,4034.5892,1.522074
4.0500,-85.1268,7406.3682,7406.8574,2.794283
4.1000,-743.5283,10733.7588,10759.4801,4.059080
4.1500,-1583.6060,13621.6504,13713.3937,5.173462
4.2000,-2526.2410,15789.3857,15990.2031,6.032403
4.2500,-3453.5090,17108.1719,17453.2596,6.584350
4.3000,-4232.4497,17447.9492,17953.9567,6.773241
4.3500,-4748.0576,16778.7988,17437.6644,6.578466
4.4000,-4978.2764,15252.0625,16043.9598,6.052683
4.4500,-4990.3022,12962.6279,13890.0266,5.240098
4.5000,-4826.5513,9963.9160,11071.3694,4.176742
4.5500,-4495.8828,6619.2412,8001.7071,3.018693
4.6000,-4046.9944,3442.8679,5313.3326,2.004487
4.6500,-3537.7566,655.2229,3597.9214,1.357338
4.7000,-2979.9929,-1618.0455,3390.9334,1.279251
4.7500,-2418.8367,-3045.3003,3889.0390,1.467164
4.8000,-1951.4814,-3390.9119,3912.3603,1.475962
4.8500,-1599.4646,-2772.1921,3200.5212,1.207416
4.9000,-1335.4261,-1423.1367,1951.5843,0.736247
4.9500,-1183.3326,503.0312,1285.8136,0.485081
5.0000,-1142.3533,2804.3845,3028.1254,1.142379
5.0500,-1176.6847,5216.0039,5347.0818,2.017220
5.1000,-1273.3124,7528.3081,7635.2307,2.880438
5.1500,-1384.2377,9522.6523,9622.7346,3.630236
5.2000,-1452.0635,10968.8467,11064.5418,4.174167
5.2500,-1487.8495,11741.6250,11835.5166,4.465022
5.3000,-1510.7239,11835.5693,11931.5962,4.501268
5.3500,-1497.9803,11301.9189,11400.7595,4.301007
5.4000,-1485.7529,10200.3066,10307.9444,3.888736
5.4500,-1549.4305,8720.9697,8857.5419,3.341562
5.5000,-1632.7498,7102.8135,7288.0609,2.749466
5.5500,-1629.2734,5457.4780,5695.4893,2.148658
5.6000,-1556.9545,4044.7009,4334.0181,1.635035
5.6500,-1475.7203,3091.1414,3425.3329,1.292228
5.7000,-1369.2246,2571.9551,2913.7139,1.099217
5.7500,-1249.7319,2672.2644,2950.0554,1.112927
5.8000,-1242.4418,3525.9839,3738.4788,1.410364
5.8500,-1379.9946,4859.6338,5051.7745,1.905813
5.9000,-1480.1133,6498.6748,6665.0964,2.514449
5.9500,-1434.2703,8372.1367,8494.1041,3.204453
6.0000,-1291.8500,10160.6436,10242.4389,3.864023
6.0500,-1012.5668,11594.4395,11638.5703,4.390722
6.1000,-597.6893,12617.2197,12631.3683,4.765262
6.1500,-198.0177,13033.1289,13034.6331,4.917396
6.2000,132.0874,12682.2119,12682.8998,4.784702
6.2500,414.1759,11770.3770,11777.6617,4.443195
6.3000,577.5778,10327.9824,10344.1199,3.902383
6.3500,596.6509,8209.9199,8231.5720,3.105411
6.4000,617.8802,5743.9204,5777.0579,2.179431
6.4500,709.6418,3383.3069,3456.9288,1.304148
6.5000,687.5920,1372.3260,1534.9467,0.579068
6.5500,432.0329,-44.4070,434.3091,0.163846
6.6000,95.7104,-765.6844,771.6432,0.291107
6.6500,-204.3564,-822.7444,847.7440,0.319817
6.7000,-529.0543,-125.8592,543.8189,0.205159
6.7500,-908.8775,1347.1119,1625.0443,0.613058
6.8000,-1316.8223,3377.3540,3624.9884,1.367549
6.8500,-1753.3585,5755.2578,6016.4158,2.269730
6.9000,-2141.3120,8287.8398,8559.9945,3.229311
6.9500,-2345.3821,10606.9102,10863.1193,4.098179
7.0000,-2391.4915,12394.8662,12623.4678,4.762281
7.0500,-2320.1428,13538.4775,13735.8450,5.181932
7.1000,-2068.5332,13877.5352,14030.8521,5.293225
7.1500,-1652.5116,13315.2803,13417.4321,5.061809
7.2000,-1070.4172,11987.3486,12035.0455,4.540295
7.2500,-298.7901,10031.7549,10036.2035,3.786220
7.3000,551.0515,7603.2529,7623.1957,2.875898
7.3500,1282.3246,4927.7417,5091.8557,1.920934
7.4000,1706.0912,2202.6169,2786.0848,1.051068
7.4500,1761.2786,-341.5826,1794.0961,0.676834
7.5000,1496.0723,-2383.5906,2814.2026,1.061675
7.5500,987.1511,-3738.7207,3866.8462,1.458792
7.6000,314.7430,-4431.9976,4443.1594,1.676209
7.6500,-495.3333,-4317.6426,4345.9628,1.639541
7.7000,-1367.5107,-3213.7605,3492.6125,1.317610
7.7500,-2153.7556,-1301.0187,2516.2100,0.949256
7.8000,-2802.8547,1156.6271,3032.1248,1.143888
7.8500,-3315.1416,3971.0701,5172.9645,1.951533
7.9000,-3634.5872,6811.0088,7720.1078,2.912458
7.9500,-3702.6018,9355.2354,10061.2966,3.795686
8.0000,-3478.7969,11387.5449,11907.0654,4.492014
8.0500,-2983.8154,12605.1475,12953.4898,4.886784
8.1000,-2322.6963,12817.2871,13026.0419,4.914155
8.1500,-1591.1467,12117.2783,12221.3003,4.610561
8.2000,-901.8525,10651.4375,10689.5490,4.032698
8.2500,-365.5563,8547.5361,8555.3495,3.227558
8.3000,-30.7734,6006.7261,6006.8049,2.266104
8.3500,58.0865,3318.5774,3319.0857,1.252146
8.4000,-64.7219,790.2810,792.9269,0.299137
8.4500,-299.0317,-1337.2172,1370.2444,0.516933
8.5000,-627.5250,-2775.8889,2845.9352,1.073647
8.5500,-1035.1949,-3211.6978,3374.4083,1.273016
8.6000,-1434.2700,-2627.3396,2993.3332,1.129253
8.6500,-1778.7881,-1204.6135,2148.2972,0.810458
8.7000,-2016.4585,1043.5168,2270.4696,0.856549
8.7500,-2043.8367,3978.1470,4472.4626,1.687264
8.8000,-1876.6569,7039.1602,7285.0269,2.748321
8.8500,-1573.9725,9720.8975,9847.4990,3.715030
8.9000,-1093.5247,11782.8184,11833.4528,4.464243
8.9500,-463.0832,13015.4375,13023.6730,4.913261
9.0000,170.0772,13299.4717,13300.5591,5.017718
9.0500,743.9131,12681.5068,12703.3075,4.792401
9.1000,1272.0173,11277.0156,11348.5290,4.281302
9.1500,1701.2924,9234.4707,9389.8799,3.542390
9.2000,1927.9044,6744.2910,7014.4335,2.646238
9.2500,1894.9670,3988.2458,4415.5413,1.665790
9.3000,1671.1931,1162.0490,2035.4961,0.767903
9.3500,1291.9297,-1433.3265,1929.6392,0.727968
9.4000,694.6395,-3513.1799,3581.1950,1.351028
9.4500,-41.7076,-4907.1733,4907.3506,1.851328
9.5000,-709.1470,-5499.4209,5544.9544,2.091868
9.5500,-1169.4227,-5197.8291,5327.7553,2.009929
9.6000,-1401.1667,-3921.0352,4163.8666,1.570844
9.6500,-1373.3942,-1790.2421,2256.3639,0.851227
9.7000,-987.0591,825.1335,1286.5190,0.485347
9.7500,-291.8287,3657.4238,3669.0480,1.384171
9.8000,490.3098,6540.8569,6559.2083,2.474502
9.8500,1227.3495,9104.1855,9186.5435,3.465680
9.9000,1908.3655,10913.1611,11078.7610,4.179531
9.9500,2522.7554,11834.4160,12100.3181,4.564920
10.0000,3009.2202,11881.4795,12256.6293,4.623889
10.0500,3271.0569,11022.3896,11497.5165,4.337509
10.1000,3332.6443,9447.6689,10018.2317,3.779440
10.1500,3333.9272,7479.9048,8189.2641,3.089450
10.2000,3226.4170,5283.4946,6190.7255,2.335489
10.2500,2851.6250,3011.3618,4147.2961,1.564593
10.3000,2306.7239,932.6925,2488.1500,0.938670
10.3500,1741.7048,-666.2534,1864.7867,0.703502
10.4000,1159.9869,-1528.7463,1919.0193,0.723962
10.4500,603.8843,-1468.8612,1588.1529,0.599140
10.5000,49.1247,-488.3934,490.8578,0.185179
10.5500,-570.6667,1334.1149,1451.0420,0.547415
10.6000,-1136.2511,3797.8662,3964.1966,1.495518
10.6500,-1541.0422,6449.6641,6631.2124,2.501666
10.7000,-1857.5199,9055.3096,9243.8635,3.487304
10.7500,-2169.6948,11530.1445,11732.5108,4.426162
10.8000,-2464.1450,13457.8125,13681.5470,5.161448
10.8500,-2728.1333,14595.2666,14848.0476,5.601517
10.9000,-3041.1924,15021.6172,15326.3771,5.781970
10.9500,-3400.3811,14599.2070,14989.9779,5.655062
11.0000,-3603.3962,13265.8154,13746.5022,5.185953
11.0500,-3506.9827,11329.9053,11860.2564,4.474355
11.1000,-3177.6025,9044.4102,9586.3712,3.616518
11.1500,-2660.1719,6575.6621,7093.3664,2.676016
11.2000,-1908.9169,4251.3721,4660.2712,1.758116
11.2500,-976.6566,2328.4463,2524.9792,0.952564
11.3000,-10.0070,875.9053,875.9624,0.330462
11.3500,831.7569,35.6555,832.5208,0.314074
11.4000,1419.5928,-92.7990,1422.6227,0.536693
11.4500,1727.2896,353.1052,1763.0123,0.665107
11.5000,1829.2777,1265.9904,2224.6322,0.839256
11.5500,1756.3733,2632.4563,3164.5969,1.193864
11.6000,1408.8867,4288.0635,4513.5851,1.702778
11.6500,769.5050,5963.5664,6013.0078,2.268444
11.7000,-26.8373,7505.4111,7505.4591,2.831481
11.7500,-963.7624,8753.0947,8805.9926,3.322115
11.8000,-2073.9080,9512.9668,9736.4075,3.673120
11.8500,-3137.8259,9858.9033,10346.2035,3.903169
11.9000,-3901.2412,9879.8008,10622.1536,4.007273
11.9500,-4308.7754,9450.1729,10386.1115,3.918225
12.0000,-4327.0283,8643.4395,9666.0343,3.646571
12.0500,-3970.9160,7717.4819,8679.1533,3.274264
12.1000,-3393.8042,6697.1089,7507.9408,2.832417
12.1500,-2693.4478,5481.1602,6107.1906,2.303975
12.2000,-1871.8145,4174.6362,4575.0713,1.725974
12.2500,-976.6140,2974.4675,3130.6919,1.181073
12.3000,-76.5765,2009.9972,2011.4554,0.758834
12.3500,762.2118,1521.7223,1701.9417,0.642068
12.4000,1456.1031,1744.3531,2272.2245,0.857211
12.4500,1947.3495,2642.5566,3282.5715,1.238370
12.5000,2146.0208,4085.1802,4614.5533,1.740869
12.5500,1935.9570,5993.7432,6298.6417,2.376201
12.6000,1340.5922,8286.3359,8394.0783,3.166718
12.6500,471.4931,10797.5703,10807.8597,4.077332
12.7000,-621.2467,13200.4736,13215.0842,4.985472
12.7500,-1849.0807,15017.6855,15131.0931,5.708298
12.8000,-3062.8901,15894.6357,16187.0547,6.106666
12.8500,-4214.0039,15821.0352,16372.6291,6.176675
12.9000,-5238.0322,14935.7656,15827.6365,5.971073
12.9500,-5959.4951,13405.9023,14670.8486,5.534668
13.0000,-6319.5522,11400.4062,13034.7997,4.917459
13.0500,-6309.2012,9066.5830,11045.7660,4.167083
13.1000,-5835.8862,6610.5386,8817.9810,3.326638
13.1500,-4937.9116,4251.5137,6516.0064,2.458204
13.2000,-3784.0667,2187.4324,4370.8147,1.648917
13.2500,-2482.4148,653.8526,2567.0813,0.968447
13.3000,-1130.0813,-103.5484,1134.8154,0.428116
13.3500,80.6878,-11.4341,81.4939,0.030744
13.4000,979.9026,786.9512,1256.7821,0.474129
13.4500,1501.8760,2163.0386,2633.3187,0.993436
13.5000,1605.2795,3976.3916,4288.1946,1.617748
13.5500,1333.3224,5913.4463,6061.8970,2.286888
13.6000,782.4922,7731.9365,7771.4308,2.931820
13.6500,-54.3605,9313.5928,9313.7514,3.513670
13.7000,-1133.5676,10362.3916,10424.2091,3.932597
13.7500,-2228.5264,10629.7275,10860.8212,4.097312
13.8000,-3114.1494,10246.7588,10709.5281,4.040235
13.8500,-3689.0400,9452.2021,10146.5828,3.827861
13.9000,-3885.0522,8321.5479,9183.7786,3.464637
13.9500,-3634.9270,6898.5610,7797.6175,2.941699
14.0000,-2967.3149,5414.0596,6173.8966,2.329141
14.0500,-1980.3281,4195.9121,4639.7605,1.750378
14.1000,-767.9730,3468.4380,3552.4421,1.340181
14.1500,527.4976,3336.1865,3377.6315,1.274232
14.2000,1734.9178,3728.9983,4112.8297,1.551590
14.2500,2754.3152,4488.2842,5266.0181,1.986638
14.3000,3519.6082,5519.3130,6546.0261,2.469529
14.3500,3950.5659,6627.6807,7715.7710,2.910822
14.4000,4007.8918,7590.8340,8583.9360,3.238343
14.4500,3695.0491,8349.3750,9130.4683,3.444525
14.5000,3030.8022,8830.2422,9335.8952,3.522024
14.5500,2127.3850,9028.5762,9275.8264,3.499363
14.6000,1139.3810,9074.1367,9145.3893,3.450154
14.6500,55.1126,8957.3203,8957.4899,3.379268
14.7000,-1150.3914,8579.0693,8655.8553,3.265475
14.7500,-2297.8037,7924.3247,8250.7469,3.112645
14.8000,-3252.1094,7090.4951,7800.7267,2.942872
14.8500,-4014.5171,6217.8164,7401.1883,2.792144
14.9000,-4474.2212,5371.5200,6990.8428,2.637339
14.9500,-4490.6396,4609.9043,6435.6089,2.427873
15.0000,-4107.3921,4004.4353,5736.3901,2.164089
15.0500,-3450.0654,3576.7249,4969.4982,1.874774
15.1000,-2581.2249,3356.9167,4234.5734,1.597519
15.1500,-1578.8971,3414.4277,3761.8124,1.419167
15.2000,-576.8912,3733.5481,3777.8545,1.425219
15.2500,365.0005,4177.7729,4193.6872,1.582094
15.3000,1150.7343,4666.5684,4806.3551,1.813227
15.3500,1624.9323,5184.2900,5432.9797,2.049625
15.4000,1769.3464,5707.7241,5975.6758,2.254361
15.4500,1612.7469,6256.4150,6460.9351,2.437428
15.5000,1209.5609,6778.1650,6885.2421,2.597500
15.5500,687.5711,7042.7666,7076.2501,2.669559
15.6000,165.9508,6935.7812,6937.7663,2.617315
15.6500,-262.9660,6609.7563,6614.9853,2.495544
15.7000,-585.0906,6198.5654,6226.1179,2.348841
15.7500,-843.2780,5738.4531,5800.0829,2.188117
15.8000,-1053.9493,5293.1553,5397.0642,2.036076
15.8500,-1154.2926,4920.7539,5054.3259,1.906776
15.9000,-1047.1448,4611.2690,4728.6694,1.783920
15.9500,-728.6037,4417.9248,4477.6024,1.689203
16.0000,-211.9768,4504.8213,4509.8059,1.701352
16.0500,512.2932,4893.0288,4919.7739,1.856015
16.1000,1376.3229,5476.7983,5647.0864,2.130398
16.1500,2226.1411,6286.2974,6668.8259,2.515856
16.2000,2899.1440,7342.4878,7894.1221,2.978106
16.2500,3315.3232,8421.7949,9050.8562,3.414491
16.3000,3443.0999,9272.1279,9890.7681,3.731353
16.3500,3220.7622,9801.5840,10317.1875,3.892223
16.4000,2640.1611,9867.0723,10214.1845,3.853364
16.4500,1845.2966,9302.5195,9483.7751,3.577813
16.5000,947.5970,8171.5859,8226.3453,3.103439
16.5500,-64.6524,6636.8291,6637.1440,2.503903
16.6000,-1056.6991,4901.1567,5013.7761,1.891478
16.6500,-1791.4695,3255.5652,3715.9208,1.401854
16.7000,-2227.1924,1821.2076,2877.0094,1.085370
16.7500,-2372.5286,551.0164,2435.6746,0.918873
16.8000,-2186.5251,-513.0740,2245.9157,0.847286
16.8500,-1789.7394,-1232.0173,2172.7940,0.819700
16.9000,-1325.4248,-1437.7267,1955.4562,0.737708
16.9500,-777.2162,-1016.4350,1279.5332,0.482712
17.0000,-149.4294,-12.8205,149.9784,0.056580
17.0500,485.0805,1544.6096,1618.9879,0.610773
17.1000,1098.4313,3719.1506,3877.9676,1.462987
17.1500,1631.6709,6218.7100,6429.2071,2.425458
17.2000,1970.2543,8528.1387,8752.7739,3.302038
17.2500,2080.5596,10525.9629,10729.6143,4.047813
17.3000,1961.7128,12135.6348,12293.1667,4.637673
17.3500,1557.2037,13067.5791,13160.0345,4.964704
17.4000,851.8477,13218.5830,13246.0025,4.997136
17.4500,-41.0000,12568.2520,12568.3188,4.741476
17.5000,-968.3682,11035.7559,11078.1607,4.179304
17.5500,-1862.7592,8692.4883,8889.8383,3.353746
17.6000,-2661.8374,5856.2344,6432.7956,2.426812
17.6500,-3280.2034,2960.6995,4418.7640,1.667006
17.7000,-3695.8459,306.8802,3708.5648,1.399079
17.7500,-3808.6177,-1919.6976,4265.0683,1.609023
17.8000,-3461.3765,-3448.2834,4885.8762,1.843227
17.8500,-2709.6875,-4003.2800,4834.1139,1.823699
17.9000,-1697.3154,-3519.8318,3907.6970,1.474203
17.9500,-510.2439,-2151.8977,2211.5634,0.834326
18.0000,671.5405,-74.4304,675.6527,0.254894
18.0500,1657.9113,2554.0129,3044.9387,1.148722
18.1000,2383.1440,5509.8569,6003.1574,2.264728
18.1500,2797.4275,8547.8721,8993.9823,3.393035
18.2000,2841.2056,11291.8857,11643.8453,4.392712
18.2500,2530.2427,13313.9014,13552.1990,5.112651
18.3000,1903.1296,14459.7402,14584.4434,5.502071
18.3500,978.0975,14773.3320,14805.6751,5.585532
18.4000,-123.7321,14281.4434,14281.9793,5.387965
18.4500,-1181.7451,12881.2666,12935.3605,4.879944
18.5000,-2062.9561,10516.4736,10716.9028,4.043018
18.5500,-2744.0366,7497.0205,7983.4237,3.011796
18.6000,-3194.3755,4250.3062,5316.8729,2.005823
18.6500,-3366.8533,1090.8341,3539.1553,1.335168
18.7000,-3251.5103,-1674.6089,3657.4081,1.379780
18.7500,-2885.1521,-3753.9736,4734.5983,1.786156
18.8000,-2283.1152,-4851.6504,5362.0077,2.022850
18.8500,-1447.7216,-4849.3623,5060.8510,1.909237
18.9000,-495.9071,-3930.5066,3961.6671,1.494563
18.9500,412.8606,-2264.3188,2301.6502,0.868312
19.0000,1186.4493,5.4610,1186.4619,0.447600
19.0500,1735.0984,2554.1040,3087.7198,1.164861
19.1000,1991.8870,5030.8628,5410.8404,2.041273
19.1500,1944.8711,7219.5039,7476.8817,2.820700
19.2000,1611.3718,8941.6777,9085.7097,3.427640
19.2500,1010.3917,9929.7588,9981.0321,3.765406
19.3000,181.9194,9989.7627,9991.4190,3.769324
19.3500,-760.2375,9181.1270,9212.5487,3.475491
19.4000,-1695.9276,7657.8374,7843.3822,2.958964
19.4500,-2543.4585,5539.5815,6095.5840,2.299597
19.5000,-3206.8225,3002.6121,4393.1071,1.657327
19.5500,-3521.6743,353.6499,3539.3867,1.335255
19.6000,-3410.5190,-2052.3494,3980.4244,1.501640
19.6500,-2933.2827,-3914.5808,4891.6347,1.845399
19.7000,-2050.7578,-5021.3330,5423.9647,2.046224
19.7500,-766.7640,-5267.8911,5323.4015,2.008286
19.8000,769.0984,-4622.2095,4685.7585,1.767731
19.8500,2401.5422,-3207.8811,4007.2317,1.511753
19.9000,3889.4917,-1293.3805,4098.8997,1.546335
19.9500,5024.2427,961.0416,5115.3314,1.929790
20.0000,5760.1167,3436.5803,6707.3861,2.530403
20.0500,5992.0728,5896.4248,8406.7093,3.171483
20.1000,5547.4858,8103.4951,9820.4497,3.704825
20.1500,4444.3467,9888.3301,10841.1849,4.089904
20.2000,2780.4722,11143.5820,11485.2273,4.332873
20.2500,639.5779,11735.7178,11753.1328,4.433942
20.3000,-1711.9390,11502.2695,11628.9698,4.387101
20.3500,-3979.9255,10521.6846,11249.2512,4.243849
20.4000,-5949.3521,9007.6826,10795.0515,4.072500
20.4500,-7336.7100,7038.1147,10166.7287,3.835461
20.5000,-7964.1519,4819.5688,9308.9182,3.511847
20.5500,-7885.1436,2719.8479,8341.0468,3.146711
20.6000,-7126.1201,950.6144,7189.2458,2.712187
20.6500,-5662.9937,-385.8814,5676.1256,2.141353
20.7000,-3707.5103,-1118.7264,3872.6194,1.460970
20.7500,-1577.0813,-1082.6427,1912.9299,0.721665
20.8000,508.3055,-372.6272,630.2583,0.237769
20.8500,2242.5049,788.4971,2377.0898,0.896772
20.9000,3319.4290,2397.2527,4094.5609,1.544698
20.9500,3690.4648,4414.6230,5753.9923,2.170729
21.0000,3417.1267,6505.7246,7348.5514,2.772286
21.0500,2499.2478,8373.1982,8738.2314,3.296552
21.1000,1033.4017,9895.6729,9949.4854,3.753505
21.1500,-790.6419,10952.4541,10980.9547,4.142633
21.2000,-2833.4839,11500.8545,11844.7577,4.468508
21.2500,-4857.7197,11502.5332,12486.2208,4.710504
21.3000,-6538.2915,10757.2412,12588.3873,4.749047
21.3500,-7681.1904,9180.8818,11970.3499,4.515888
21.4000,-8222.0439,6941.1528,10760.1863,4.059347
21.4500,-8117.3887,4281.9209,9177.5185,3.462275
21.5000,-7320.6040,1470.8484,7466.9028,2.816935
21.5500,-5896.5596,-1170.9911,6011.7082,2.267954
21.6000,-4034.4126,-3321.8708,5226.0225,1.971549
21.6500,-1968.4519,-4794.1650,5182.5497,1.955149
21.7000,-19.9584,-5441.5068,5441.5434,2.052856
21.7500,1548.7924,-5097.5801,5327.6712,2.009897
21.8000,2666.3228,-3779.9973,4625.7601,1.745097
21.8500,3243.0144,-1674.3278,3649.7282,1.376882
21.9000,3163.8208,982.2330,3312.7849,1.249769
21.9500,2455.2690,3878.8691,4590.6396,1.731847
22.0000,1209.3947,6677.7163,6786.3488,2.560192
22.0500,-456.9616,9185.4736,9196.8331,3.469562
22.1000,-2341.9192,11344.5586,11583.7643,4.370046
22.1500,-4160.8027,13013.5781,13662.5581,5.154284
22.2000,-5650.6274,14021.7480,15117.5067,5.703173
22.2500,-6728.9419,14302.2188,15806.0786,5.962941
22.3000,-7359.7979,13820.0342,15657.5850,5.906920
22.3500,-7441.3936,12587.2373,14622.3418,5.516369
22.4000,-7001.2607,10708.0225,12793.7249,4.826512
22.4500,-6114.0518,8452.2900,10431.8184,3.935468
22.5000,-4811.7524,6272.8408,7905.7886,2.982507
22.5500,-3283.8860,4474.3423,5550.1032,2.093811
22.6000,-1785.5332,3164.2178,3633.2359,1.370661
22.6500,-436.1435,2505.9873,2543.6575,0.959610
22.7000,729.1065,2522.8096,2626.0549,0.990695
22.7500,1668.9763,3142.3201,3558.0412,1.342293
22.8000,2283.8206,4471.2021,5020.7056,1.894092
22.8500,2470.4163,6506.3589,6959.5734,2.625542
22.9000,2254.0386,8874.5664,9156.3431,3.454287
22.9500,1743.3619,11092.2891,11228.4544,4.236004
23.0000,968.1200,13056.2686,13092.1123,4.939080
23.0500,-74.4377,14756.6201,14756.8079,5.567097
23.1000,-1260.0035,15752.6357,15802.9472,5.961759
23.1500,-2380.2725,15860.4688,16038.0849,6.050466
23.2000,-3314.4575,15310.7207,15665.3694,5.909857
23.2500,-4075.0537,13981.8213,14563.5638,5.494194
23.3000,-4622.1992,11822.3682,12693.8219,4.788823
23.3500,-4782.8125,9293.2910,10451.8206,3.943014
23.4000,-4465.6055,6800.2510,8135.4192,3.069137
23.4500,-3775.5906,4595.0850,5947.2590,2.243640
23.5000,-2807.5808,3001.6675,4110.0508,1.550542
23.5500,-1528.1936,2183.3459,2665.0282,1.005398
23.6000,-48.4298,1992.1610,1992.7496,0.751777
23.6500,1351.7761,2315.7412,2681.4093,1.011578
23.7000,2532.7927,3170.2754,4057.7931,1.530827
23.7500,3430.8926,4423.1387,5597.7835,2.111798
23.8000,3925.5713,5934.0391,7114.9792,2.684170
23.8500,4007.1016,7636.1914,8623.7047,3.253346
23.9000,3718.7522,9327.4531,10041.4391,3.788195
