# ABAQUS Dynamic Analysis - Stress History
# ODB: tree_H8m_DBH15cm.odb
# f1=0.2786 Hz  U1_tip_max=0.0000 m  U2_tip_max=0.0000 m
# sigma_max_SM2=138.041 MPa  sigma_max_Mres=138.749 MPa
# DAF_SM2=7.669  DAF_Mres=7.708
time_s,SM1_Nm,SM2_Nm,Mres_Nm,sigma_bending_MPa
1.5000,2411.8914,16576.4551,16751.0024,29.256569
1.5500,2540.7314,16722.2910,16914.2051,29.541611
1.6000,2629.4175,16916.8633,17119.9912,29.901029
1.6500,2721.0090,17116.6973,17331.6247,30.270658
1.7000,2850.6318,17232.3984,17466.5869,30.506377
1.7500,2998.4973,17221.9629,17481.0466,30.531632
1.8000,3106.6321,17099.6523,17379.5648,30.354388
1.8500,3122.7988,16917.0020,17202.8145,30.045684
1.9000,3034.0701,16757.7207,17030.1728,29.744156
1.9500,2878.8716,16667.6895,16914.4841,29.542099
2.0000,2717.3530,16582.1797,16803.3536,29.348003
2.0500,2584.5388,16401.9141,16604.2954,29.000337
2.1000,2464.6392,16094.7334,16282.3490,28.438039
2.1500,2304.0757,15680.0068,15848.3873,27.680101
2.2000,2059.6174,15235.5742,15374.1584,26.851833
2.2500,1739.5513,14885.4326,14986.7322,26.175172
2.3000,1389.2642,14655.8965,14721.5949,25.712094
2.3500,1039.3887,14462.6709,14499.9717,25.325017
2.4000,696.5208,14235.4111,14252.4409,24.892690
2.4500,364.6176,13899.1885,13903.9702,24.284067
2.5000,22.2833,13400.7305,13400.7490,23.405163
2.5500,-383.5437,12850.0371,12855.7598,22.453308
2.6000,-873.9728,12421.9619,12452.6690,21.749288
2.6500,-1414.9984,12156.2529,12238.3294,21.374931
2.7000,-1963.1859,11978.0156,12137.8317,21.199406
2.7500,-2485.9819,11778.1826,12037.6780,21.024482
2.8000,-2969.4802,11453.5605,11832.2383,20.665670
2.8500,-3444.7932,10986.7842,11514.1664,20.110140
2.9000,-3961.8965,10501.9834,11224.4501,19.604134
2.9500,-4517.2271,10192.3809,11148.5411,19.471555
3.0000,-5071.9307,10133.0449,11331.5083,19.791117
3.0500,-5618.0229,10216.7324,11659.4941,20.363963
3.1000,-6150.1182,10322.3047,12015.5702,20.985870
3.1500,-6656.0879,10425.7090,12369.2730,21.603632
3.2000,-7150.7734,10550.9668,12745.8409,22.261329
3.2500,-7637.1162,10737.6631,13176.6063,23.013685
3.3000,-8097.6572,11027.0654,13680.9438,23.894539
3.3500,-8538.3408,11431.2891,14268.0634,24.919976
3.4000,-8977.2168,11916.6768,14919.7053,26.058105
3.4500,-9415.6572,12399.4893,15569.2625,27.192594
3.5000,-9843.9209,12791.9434,16141.1460,28.191420
3.5500,-10247.6260,13084.6875,16619.9544,29.027686
3.6000,-10598.3086,13348.0742,17043.9206,29.768167
3.6500,-10858.1650,13645.1064,17438.1386,30.456691
3.7000,-11009.7266,13978.3672,17793.5052,31.077359
3.7500,-11087.5195,14321.8633,18112.1191,31.633836
3.8000,-11161.2754,14672.8115,18435.4405,32.198535
3.8500,-11266.0205,15049.7100,18799.3880,32.834190
3.9000,-11368.4492,15456.1699,19186.8399,33.510896
3.9500,-11409.4297,15879.4297,19553.2957,34.150932
4.0000,-11362.1201,16309.7236,19877.2447,34.716727
4.0500,-11243.1602,16732.6113,20159.0906,35.208987
4.1000,-11085.3555,17132.0195,20405.6659,35.639644
4.1500,-10914.7129,17517.3691,20639.5053,36.048058
4.2000,-10738.9727,17904.8613,20878.4480,36.465385
4.2500,-10546.1494,18294.2773,21116.3882,36.880961
4.3000,-10312.8096,18695.6816,21351.4064,37.291433
4.3500,-10016.8447,19119.6270,21584.6546,37.698814
4.4000,-9648.5244,19551.3027,21802.4646,38.079232
4.4500,-9220.3711,19984.6602,22009.1318,38.440188
4.5000,-8776.9209,20421.7324,22227.9440,38.822356
4.5500,-8370.8145,20815.2715,22435.3752,39.184646
4.6000,-8016.0464,21107.4258,22578.3175,39.434303
4.6500,-7684.6797,21327.7754,22669.9869,39.594408
4.7000,-7339.9844,21542.6055,22758.7175,39.749381
4.7500,-6955.2896,21742.0898,22827.4949,39.869505
4.8000,-6527.0591,21882.3281,22835.0341,39.882673
4.8500,-6091.7812,21964.5605,22793.6772,39.810441
4.9000,-5698.5879,21990.7402,22717.0984,39.676691
4.9500,-5355.4087,21916.8379,22561.6530,39.405197
5.0000,-5030.8628,21706.0293,22281.4113,38.915739
5.0500,-4688.0234,21371.2305,21879.3751,38.213561
5.1000,-4301.7202,20944.3066,21381.5055,37.344003
5.1500,-3877.6274,20459.0859,20823.3089,36.369081
5.2000,-3447.3835,19947.7754,20243.4729,35.356365
5.2500,-3033.7949,19407.6289,19643.3187,34.308162
5.3000,-2641.7847,18802.9648,18987.6411,33.162984
5.3500,-2266.7705,18115.7754,18257.0416,31.886951
5.4000,-1892.7015,17372.5820,17475.3806,30.521736
5.4500,-1508.1866,16614.8594,16683.1705,29.138097
5.5000,-1136.8698,15875.8975,15916.5509,27.799152
5.5500,-814.3600,15189.5410,15211.3556,26.567489
5.6000,-534.3451,14549.5107,14559.3196,25.428671
5.6500,-263.2220,13917.7012,13920.1901,24.312396
5.7000,10.3692,13300.0703,13300.0744,23.229329
5.7500,277.9285,12702.3076,12705.3478,22.190605
5.8000,529.4780,12131.3750,12142.9241,21.208301
5.8500,732.3967,11663.3320,11686.3048,20.410789
5.9000,835.5693,11332.8232,11363.5848,19.847141
5.9500,847.9159,11084.3711,11116.7551,19.416039
6.0000,855.3848,10879.3623,10912.9376,19.060060
6.0500,921.4052,10696.6992,10736.3104,18.751571
6.1000,1047.6837,10513.7266,10565.7980,18.453761
6.1500,1205.5059,10360.9268,10430.8220,18.218018
6.2000,1326.5138,10289.0234,10374.1815,18.119092
6.2500,1341.5077,10288.1992,10375.2921,18.121032
6.3000,1259.8910,10339.3623,10415.8407,18.191852
6.3500,1147.1350,10446.6387,10509.4328,18.355316
6.4000,1054.7743,10544.4336,10597.0575,18.508358
6.4500,1016.2628,10557.8633,10606.6615,18.525131
6.5000,1054.6920,10532.4717,10585.1469,18.487555
6.5500,1125.7000,10570.3418,10630.1141,18.566093
6.6000,1111.1234,10744.8408,10802.1387,18.866543
6.6500,951.3317,11056.6748,11097.5263,19.382454
6.7000,718.3748,11406.9336,11429.5318,19.962321
6.7500,516.5779,11694.5752,11705.9789,20.445151
6.8000,387.9117,11914.8066,11921.1196,20.820907
6.8500,304.8152,12133.0215,12136.8498,21.197691
6.9000,185.1744,12429.9785,12431.3577,21.712066
6.9500,-50.0672,12861.3887,12861.4861,22.463310
7.0000,-390.3106,13400.0898,13405.7730,23.413937
7.0500,-752.0689,13936.4717,13956.7493,24.376248
7.1000,-1070.0869,14384.0771,14423.8262,25.192025
7.1500,-1321.7179,14738.9424,14798.0864,25.845691
7.2000,-1528.5953,15045.4785,15122.9305,26.413050
7.2500,-1743.8422,15377.2529,15475.8164,27.029385
7.3000,-1987.3320,15789.2129,15913.7906,27.794331
7.3500,-2233.5728,16255.6455,16408.3777,28.658155
7.4000,-2454.8833,16694.0742,16873.6056,29.470702
7.4500,-2657.7871,17013.4492,17219.7935,30.075339
7.5000,-2880.5669,17163.3828,17403.4300,30.396070
7.5500,-3142.0679,17186.8789,17471.7314,30.515363
7.6000,-3422.4312,17182.7520,17520.2740,30.600145
7.6500,-3681.4268,17187.4609,17577.3069,30.699756
7.7000,-3890.5745,17158.5898,17594.1404,30.729157
7.7500,-4061.4089,17073.4199,17549.8351,30.651775
7.8000,-4216.7891,16928.5664,17445.8497,30.470159
7.8500,-4372.0190,16703.5918,17266.2830,30.156535
7.9000,-4547.0112,16412.6875,17030.9020,29.745429
7.9500,-4745.7134,16094.0938,16779.2029,29.305823
8.0000,-4944.7012,15760.4180,16517.8947,28.849433
8.0500,-5108.0186,15415.1982,16239.4640,28.363138
8.1000,-5208.6562,15040.8633,15917.2130,27.800309
8.1500,-5259.5029,14586.9873,15506.2107,27.082470
8.2000,-5303.3882,14038.4287,15006.7787,26.210184
8.2500,-5377.5425,13445.5732,14481.0705,25.292005
8.3000,-5499.8726,12871.1357,13996.9544,24.446469
8.3500,-5651.9053,12337.4521,13570.4369,23.701532
8.4000,-5793.2988,11820.2207,13163.5834,22.990940
8.4500,-5895.0815,11284.1797,12731.2489,22.235843
8.5000,-5935.4399,10700.9121,12236.7875,21.372238
8.5500,-5917.0728,10068.3213,11678.3065,20.396820
8.6000,-5879.6055,9460.2773,11138.5191,19.454051
8.6500,-5852.5586,8971.4287,10711.6280,18.708461
8.7000,-5833.2715,8598.1445,10390.1466,18.146976
8.7500,-5798.7271,8284.2939,10112.1097,17.661369
8.8000,-5703.6929,8021.8218,9842.8521,17.191095
8.8500,-5516.1094,7793.3618,9547.9815,16.676087
8.9000,-5260.3794,7533.4189,9188.2530,16.047801
8.9500,-4977.8608,7219.2192,8769.0493,15.315638
9.0000,-4682.6318,6894.8447,8334.6220,14.556887
9.0500,-4380.2739,6615.4893,7934.1980,13.857524
9.1000,-4070.3025,6423.4956,7604.5156,13.281715
9.1500,-3724.5796,6334.6035,7348.4485,12.834479
9.2000,-3308.7998,6325.0264,7138.2151,12.467295
9.2500,-2828.2913,6343.0034,6944.9927,12.129821
9.3000,-2333.3721,6337.9985,6753.8767,11.796026
9.3500,-1863.4158,6283.3403,6553.8297,11.446633
9.4000,-1409.7985,6191.9116,6350.3780,11.091293
9.4500,-961.8549,6114.2612,6189.4552,10.810232
9.5000,-522.9279,6092.1699,6114.5718,10.679444
9.5500,-69.0756,6118.0273,6118.4173,10.686160
9.6000,437.0863,6149.0166,6164.5316,10.766701
9.6500,998.2023,6166.8457,6247.1108,10.910931
9.7000,1578.0548,6202.6372,6400.2317,11.178365
9.7500,2153.9136,6268.7124,6628.4311,11.576928
9.8000,2737.3796,6344.1470,6909.5187,12.067863
9.8500,3319.0000,6445.5293,7249.8696,12.662305
9.9000,3861.9434,6598.9990,7646.0051,13.354178
9.9500,4355.6309,6765.1426,8046.0347,14.052853
10.0000,4826.2979,6889.0347,8411.4178,14.691015
10.0500,5308.2017,6979.8721,8769.0147,15.315578
10.1000,5803.5483,7075.0444,9150.8157,15.982415
10.1500,6283.3486,7207.9692,9562.1802,16.700886
10.2000,6746.7476,7433.8271,10038.9436,17.533580
10.2500,7211.7793,7775.9463,10605.4279,18.522977
10.3000,7645.7026,8172.2891,11191.2054,19.546070
10.3500,8004.5610,8538.3721,11703.7086,20.441186
10.4000,8302.8662,8846.0049,12132.1634,21.189507
10.4500,8572.4492,9145.5820,12535.0930,21.893246
10.5000,8828.0361,9535.1396,12994.3492,22.695362
10.5500,9059.7754,10084.5615,13556.4712,23.677140
10.6000,9206.9658,10788.9053,14183.3951,24.772098
10.6500,9216.3945,11583.8057,14802.9214,25.854136
10.7000,9106.9473,12349.7939,15344.5071,26.800046
10.7500,8922.6182,12994.0410,15762.5574,27.530194
10.8000,8674.6953,13582.6484,16116.4102,28.148218
10.8500,8341.7588,14238.3018,16501.9446,28.821575
10.9000,7897.0781,14997.7383,16949.8082,29.603794
10.9500,7310.2822,15865.1650,17468.3625,30.509479
11.0000,6549.5239,16792.8145,18024.8407,31.481399
11.0500,5647.1245,17652.2559,18533.5413,32.369873
11.1000,4711.6494,18380.8223,18975.0960,33.141073
11.1500,3817.2615,19040.1777,19419.0590,33.916480
11.2000,2944.0540,19718.5215,19937.0896,34.821250
11.2500,2039.4233,20473.3457,20574.6721,35.934823
11.3000,1071.2294,21307.2383,21334.1495,37.261293
11.3500,33.8477,22136.1523,22136.1782,38.662082
11.4000,-1051.0519,22842.8457,22867.0136,39.938527
11.4500,-2149.8376,23381.1777,23479.8057,41.008803
11.5000,-3234.6147,23777.5820,23996.5860,41.911389
11.5500,-4277.2241,24078.3457,24455.2935,42.712547
11.6000,-5250.5967,24341.6094,24901.4600,43.491802
11.6500,-6166.8550,24601.1250,25362.2840,44.296657
11.7000,-7081.4258,24811.7422,25802.5026,45.065524
11.7500,-8016.3696,24889.5527,26148.6523,45.670093
11.8000,-8943.0957,24790.1406,26353.9377,46.028636
11.8500,-9849.7227,24514.4824,26419.2522,46.142711
11.9000,-10724.4121,24121.8145,26398.3891,46.106273
11.9500,-11510.5117,23729.5859,26373.9479,46.063585
12.0000,-12165.1699,23387.3848,26362.1153,46.042919
12.0500,-12699.3018,23029.7129,26299.0483,45.932769
12.1000,-13146.2715,22593.9629,26140.2298,45.655383
12.1500,-13554.4268,22060.5488,25891.8964,45.221655
12.2000,-13965.0146,21405.4727,25558.0886,44.638641
12.2500,-14358.7871,20619.6855,25126.6034,43.885028
12.3000,-14661.8105,19748.8633,24596.4690,42.959118
12.3500,-14804.1152,18852.2188,23970.1477,41.865213
12.4000,-14766.2920,17967.6543,23256.8265,40.619357
12.4500,-14587.5840,17139.2324,22506.6856,39.309194
12.5000,-14327.1943,16388.3965,21768.0508,38.019126
12.5500,-14025.9053,15673.3955,21032.8635,36.735080
12.6000,-13703.3945,14945.7168,20277.0183,35.414954
12.6500,-13344.6445,14219.7139,19500.7641,34.059182
12.7000,-12896.0166,13574.6357,18723.7277,32.702045
12.7500,-12322.7354,13085.2256,17974.2298,31.393004
12.8000,-11646.2070,12731.2227,17254.5115,30.135976
12.8500,-10912.1924,12391.6953,16511.5128,28.838287
12.9000,-10172.6777,11959.8604,15701.0074,27.422693
12.9500,-9473.4766,11451.6602,14862.2770,25.957804
13.0000,-8802.5420,10992.6641,14082.7344,24.596289
13.0500,-8102.8027,10718.7422,13436.7722,23.468079
13.1000,-7343.2676,10665.1689,12948.7222,22.615672
13.1500,-6519.6929,10743.3164,12566.8310,21.948678
13.2000,-5646.2939,10816.2783,12201.3324,21.310314
13.2500,-4776.2915,10784.8711,11795.1857,20.600956
13.3000,-3962.3906,10658.8574,11371.5338,19.861024
13.3500,-3204.5017,10567.0479,11042.2521,19.285915
13.4000,-2468.1792,10657.0986,10939.1800,19.105894
13.4500,-1731.7574,10957.2695,11093.2745,19.375029
13.5000,-997.5294,11356.0117,11399.7398,19.910287
13.5500,-285.4401,11712.6357,11716.1134,20.462852
13.6000,379.8062,11935.8369,11941.8782,20.857163
13.6500,998.7346,12024.0166,12065.4236,21.072942
13.7000,1580.5322,12096.1377,12198.9602,21.306171
13.7500,2109.6021,12278.6084,12458.5170,21.759501
13.8000,2579.7476,12557.2158,12819.4683,22.389923
13.8500,3021.4663,12832.8193,13183.7214,23.026112
13.9000,3466.2893,13054.2969,13506.6587,23.590140
13.9500,3915.1824,13233.4395,13800.4555,24.103273
14.0000,4350.5132,13396.2100,14084.9354,24.600133
14.0500,4752.8257,13576.2705,14384.1744,25.122770
14.1000,5100.7646,13832.4326,14742.9302,25.749358
14.1500,5386.7568,14211.0996,15197.7795,26.543778
14.2000,5625.8413,14705.4131,15744.8171,27.499209
14.2500,5829.8960,15259.6846,16335.4112,28.530715
14.3000,5999.5234,15786.6055,16888.1969,29.496187
14.3500,6137.3418,16230.7939,17352.3957,30.306936
14.4000,6242.4380,16604.5137,17739.1631,30.982447
14.4500,6306.5566,16940.9258,18076.7149,31.572000
14.5000,6323.8525,17278.9395,18399.8060,32.136297
14.5500,6290.2334,17641.9121,18729.7651,32.712589
14.6000,6209.6411,18009.1016,19049.6032,33.271205
14.6500,6109.9614,18369.6660,19359.1389,33.811826
14.7000,6003.8848,18731.7227,19670.3855,34.355436
14.7500,5841.9600,19075.8203,19950.3237,34.844364
14.8000,5572.5718,19366.2930,20152.0932,35.196765
14.8500,5201.3247,19583.1230,20262.0948,35.388889
14.9000,4749.2852,19746.7910,20309.8859,35.472359
14.9500,4237.7236,19896.0918,20342.3885,35.529127
15.0000,3711.5002,20040.4688,20381.2566,35.597012
15.0500,3198.1772,20164.8750,20416.9175,35.659296
15.1000,2664.2571,20236.0293,20410.6626,35.648371
15.1500,2053.6086,20214.5352,20318.5812,35.487546
15.2000,1346.9172,20101.9473,20147.0214,35.187907
15.2500,565.0261,19941.5195,19949.5227,34.842965
15.3000,-243.4556,19758.8320,19760.3318,34.512532
15.3500,-1020.9200,19536.4082,19563.0653,34.167995
15.4000,-1759.0824,19246.5020,19326.7226,33.755209
15.4500,-2499.7034,18876.5957,19041.3860,33.256853
15.5000,-3277.8655,18447.3828,18736.3373,32.724068
15.5500,-4095.8845,18010.3262,18470.1954,32.259236
15.6000,-4907.8560,17574.7363,18247.1479,31.869671
15.6500,-5641.0244,17076.1016,17983.7260,31.409590
15.7000,-6243.5552,16469.3086,17613.0664,30.762212
15.7500,-6715.5562,15790.1309,17158.8731,29.968938
15.8000,-7123.1558,15107.3604,16702.4455,29.171761
15.8500,-7550.7451,14473.0049,16324.2648,28.511248
15.9000,-8023.2422,13901.3936,16050.5812,28.033244
15.9500,-8476.4336,13352.7051,15815.9622,27.623468
16.0000,-8806.0430,12760.8096,15504.3431,27.079208
16.0500,-8949.4375,12118.6279,15064.9784,26.311833
16.1000,-8910.4531,11497.6816,14546.2317,25.405813
16.1500,-8744.6172,10960.1006,14021.1317,24.488696
16.2000,-8532.0098,10529.2021,13552.0954,23.669498
16.2500,-8330.2920,10222.3779,13186.7652,23.031428
16.3000,-8134.8750,10015.0752,12902.6324,22.535174
16.3500,-7878.7314,9821.6836,12591.2620,21.991348
16.4000,-7497.1172,9581.5801,12166.0775,21.248739
16.4500,-6991.6284,9304.8223,11638.8395,20.327889
16.5000,-6404.6836,9015.3838,11058.8027,19.314822
16.5500,-5773.5972,8732.9707,10468.9637,18.284635
16.6000,-5141.5122,8485.8076,9921.8989,17.329155
16.6500,-4533.2129,8286.1895,9445.1551,16.496495
16.7000,-3897.4089,8141.5864,9026.3628,15.765051
16.7500,-3161.7366,8055.2104,8653.4960,15.113818
16.8000,-2319.2605,7979.0796,8309.3129,14.512683
16.8500,-1410.9457,7836.0522,7962.0652,13.906195
16.9000,-505.2174,7591.7139,7608.5060,13.288684
16.9500,313.0197,7294.0557,7300.7691,12.751204
17.0000,1019.4834,7052.7290,7126.0321,12.446016
17.0500,1680.5021,6943.2412,7143.7165,12.476903
17.1000,2381.7253,6957.1953,7353.5830,12.843447
17.1500,3164.5122,7075.6450,7751.0573,13.537658
17.2000,4003.5452,7280.0381,8308.2687,14.510859
17.2500,4812.9204,7483.5508,8897.6253,15.540203
17.3000,5505.1279,7627.1465,9406.3700,16.428755
17.3500,6059.9048,7783.1553,9864.0738,17.228160
17.4000,6519.8862,8040.1714,10351.4865,18.079454
17.4500,6934.5850,8423.5615,10910.7680,19.056271
17.5000,7328.7861,8912.2012,11538.5630,20.152750
17.5500,7703.1992,9417.9531,12167.0506,21.250439
17.6000,8026.5835,9824.6406,12686.5916,22.157846
17.6500,8243.1699,10088.5225,13027.9751,22.754092
17.7000,8321.9658,10295.5293,13238.3171,23.121466
17.7500,8270.1045,10590.5693,13437.0677,23.468595
17.8000,8120.8301,11024.8086,13692.8553,23.915343
17.8500,7945.5845,11532.7852,14004.9079,24.460360
17.9000,7800.3594,12028.5068,14336.3379,25.039221
17.9500,7657.6597,12459.2344,14624.3726,25.542290
18.0000,7448.3594,12811.6611,14819.4709,25.883040
18.0500,7115.5840,13115.1094,14921.0465,26.060448
18.1000,6632.6367,13433.5879,14981.7607,26.166489
18.1500,6033.5869,13821.8906,15081.4068,26.340526
18.2000,5397.3193,14293.7793,15278.8476,26.685367
18.2500,4781.5776,14813.9766,15566.5470,27.187851
18.3000,4187.9409,15285.7598,15849.0789,27.681309
18.3500,3572.1399,15625.7646,16028.8710,27.995326
18.4000,2872.4304,15869.1191,16126.9898,28.166696
18.4500,2055.9495,16141.5371,16271.9436,28.419866
18.5000,1167.1284,16526.6953,16567.8558,28.936693
18.5500,304.0921,16959.4609,16962.1870,29.625415
18.6000,-472.8831,17296.5938,17303.0568,30.220763
18.6500,-1187.5516,17467.3262,17507.6487,30.578094
18.7000,-1910.7983,17493.6836,17597.7304,30.735427
18.7500,-2700.4978,17453.4727,17661.1550,30.846202
18.8000,-3566.1750,17431.1230,17792.1796,31.075043
18.8500,-4459.4707,17465.4512,18025.7833,31.483045
18.9000,-5289.0171,17539.7988,18319.8866,31.996713
18.9500,-5988.8936,17558.7441,18551.9902,32.402095
19.0000,-6581.9722,17402.3984,18605.5322,32.495610
19.0500,-7145.2007,17050.7969,18487.3894,32.289266
19.1000,-7740.9092,16573.9668,18292.5682,31.949000
19.1500,-8380.0918,16048.1768,18104.4170,31.620384
19.2000,-9010.1943,15523.2939,17948.7118,31.348436
19.2500,-9549.4814,15008.5225,17788.9950,31.069481
19.3000,-9949.7197,14454.0547,17547.5531,30.647789
19.3500,-10233.4053,13764.2061,17151.5583,29.956162
19.4000,-10466.4414,12889.6309,16603.8845,28.999619
19.4500,-10694.9561,11892.0615,15993.8492,27.934158
19.5000,-10920.9941,10874.7432,15411.9483,26.917836
19.5500,-11109.2598,9891.0186,14874.4042,25.978984
19.6000,-11192.2422,8928.9707,14317.5697,25.006442
19.6500,-11107.8379,7945.6992,13657.1666,23.853010
19.7000,-10866.4199,6908.9976,12876.8525,22.490148
19.7500,-10528.5625,5824.6621,12032.3446,21.015167
19.8000,-10124.7607,4736.0483,11177.6981,19.522479
19.8500,-9651.9180,3699.8828,10336.7622,18.053737
19.9000,-9083.2637,2745.7820,9489.2043,16.573430
19.9500,-8392.1836,1835.4009,8590.5437,15.003868
20.0000,-7597.1157,905.1372,7650.8457,13.362633
20.0500,-6725.2983,-44.0983,6725.4429,11.746365
20.1000,-5790.7349,-950.8569,5868.2825,10.249286
20.1500,-4831.6064,-1745.5698,5137.2595,8.972513
20.2000,-3886.1501,-2381.1760,4557.6488,7.960190
20.2500,-2958.9949,-2847.6448,4106.6691,7.172529
20.3000,-2052.0508,-3170.8586,3776.9375,6.596634
20.3500,-1164.5596,-3418.6157,3611.5277,6.307736
20.4000,-278.2158,-3644.5549,3655.1586,6.383940
20.4500,606.9547,-3806.2078,3854.2978,6.731748
20.5000,1480.4982,-3829.2014,4105.4425,7.170387
20.5500,2345.2427,-3686.5239,4369.2816,7.631196
20.6000,3177.4209,-3366.2107,4628.9716,8.084760
20.6500,3931.8591,-2879.7737,4873.6652,8.512131
20.7000,4608.0508,-2290.4585,5145.9044,8.987612
20.7500,5238.1567,-1655.9001,5493.6592,9.594985
20.8000,5823.4731,-959.0675,5901.9192,10.308034
20.8500,6343.6753,-141.3678,6345.2503,11.082337
20.9000,6770.7178,798.0836,6817.5917,11.907308
20.9500,7049.1880,1826.7455,7282.0361,12.718486
21.0000,7147.1626,2957.0305,7734.7245,13.509132
21.0500,7109.8120,4186.2637,8250.7109,14.410331
21.1000,7006.5557,5458.7695,8882.0036,15.512919
21.1500,6866.3940,6741.5757,9622.6924,16.806574
21.2000,6676.0220,8046.6201,10455.4945,18.261110
21.2500,6384.5342,9408.4766,11370.2114,19.858714
21.3000,5934.4395,10868.2910,12382.9448,21.627510
21.3500,5332.9751,12402.1689,13500.1636,23.578796
21.4000,4652.8979,13893.8848,14652.2863,25.591043
21.4500,3958.5029,15230.4541,15736.4697,27.484630
21.5000,3257.8838,16384.9531,16705.7025,29.177450
21.5500,2521.5933,17413.8574,17595.4785,30.731494
21.6000,1722.3921,18403.5449,18483.9687,32.283292
21.6500,844.7993,19411.1641,19429.5388,33.934783
21.7000,-104.6163,20417.8496,20418.1176,35.661392
21.7500,-1105.8353,21326.9062,21355.5567,37.298682
21.8000,-2156.9902,22057.4688,22162.6834,38.708374
21.8500,-3246.9448,22614.4453,22846.3517,39.902440
21.9000,-4341.3208,23052.6797,23457.9007,40.970544
21.9500,-5429.0752,23430.5449,24051.3054,42.006959
22.0000,-6520.8945,23769.2188,24647.4710,43.048196
22.0500,-7621.7798,24024.0117,25204.0605,44.020311
22.1000,-8732.0957,24130.5723,25661.9176,44.819984
22.1500,-9842.0557,24093.3555,26026.0607,45.455980
22.2000,-10919.1338,23992.6504,26360.4771,46.040058
22.2500,-11908.1611,23902.8652,26704.8922,46.641598
22.3000,-12780.9746,23845.6543,27054.9171,47.252936
22.3500,-13578.2676,23787.4883,27390.0338,47.838236
22.4000,-14349.2285,23653.2812,27665.4672,48.319296
22.4500,-15106.8389,23373.5918,27830.5834,48.607681
22.5000,-15840.9316,22942.0449,27879.6080,48.693305
22.5500,-16499.1875,22459.8320,27868.7503,48.674341
22.6000,-17022.5176,22075.1348,27876.1131,48.687201
22.6500,-17419.6289,21836.2812,27933.2535,48.787000
22.7000,-17743.4902,21676.1230,28012.2430,48.924960
22.7500,-18021.6250,21482.5820,28040.6900,48.974644
22.8000,-18224.4512,21144.9160,27914.8364,48.754834
22.8500,-18293.8945,20669.6953,27602.5883,48.209475
22.9000,-18203.8965,20222.3613,27208.9277,47.521924
22.9500,-17966.1152,19956.0918,26851.9440,46.898432
23.0000,-17596.1973,19843.0840,26521.2017,46.320772
23.0500,-17113.3262,19738.5098,26124.2167,45.627415
23.1000,-16550.8008,19570.6055,25630.7941,44.765625
23.1500,-15930.1709,19324.5664,25044.1453,43.741010
23.2000,-15227.3389,18985.9277,24337.9806,42.507653
23.2500,-14393.6221,18656.3086,23563.4082,41.154819
23.3000,-13424.3076,18452.9688,22819.3797,39.855331
23.3500,-12377.7002,18319.7930,22109.3256,38.615182
23.4000,-11302.5947,18155.5488,21386.2713,37.352327
23.4500,-10187.5234,17943.0039,20633.3958,36.037388
23.5000,-9005.8047,17712.9766,19870.9350,34.705707
23.5500,-7756.1729,17535.6660,19174.4048,33.489178
23.6000,-6430.3887,17489.4141,18634.0952,32.545496
23.6500,-5011.9575,17562.6270,18263.7779,31.898716
23.7000,-3538.3752,17629.9277,17981.5030,31.405707
23.7500,-2079.2156,17576.1055,17698.6616,30.911709
23.8000,-659.0450,17391.9629,17404.4452,30.397843
23.8500,733.1191,17148.4707,17164.1344,29.978127
