# ABAQUS Dynamic Analysis - Stress History
# ODB: tree_H6m_DBH15cm.odb
# f1=0.4953 Hz  U1_tip_max=0.0000 m  U2_tip_max=0.0000 m
# sigma_max_SM2=70.156 MPa  sigma_max_Mres=70.297 MPa
# DAF_SM2=3.898  DAF_Mres=3.905
time_s,SM1_Nm,SM2_Nm,Mres_Nm,sigma_bending_MPa
9.3500,1305.5071,6632.1167,6759.3876,11.805651
9.4000,1812.5266,5280.4966,5582.9111,9.750869
9.4500,2261.3889,3901.9856,4509.9192,7.876828
9.5000,2622.0171,2515.1497,3633.3114,6.345783
9.5500,2934.3865,1111.7114,3137.9175,5.480550
9.6000,3244.2688,-258.5331,3254.5536,5.684261
9.6500,3521.2236,-1488.5389,3822.9261,6.676956
9.7000,3717.2485,-2550.6033,4508.1608,7.873757
9.7500,3856.9626,-3501.8308,5209.5086,9.098700
9.8000,3964.1848,-4324.7368,5866.6950,10.246513
9.8500,3992.7627,-4924.5444,6339.8180,11.072849
9.9000,3897.7656,-5281.6836,6564.2028,11.464750
9.9500,3712.1758,-5467.7227,6608.8002,11.542642
10.0000,3509.4763,-5501.7500,6525.7702,11.397625
10.0500,3289.5881,-5316.6050,6252.0140,10.919494
10.1000,2989.3430,-4859.5664,5705.3972,9.964797
10.1500,2630.2119,-4142.3276,4906.8211,8.570039
10.2000,2304.4158,-3217.3831,3957.5100,6.912014
10.2500,2005.9500,-2122.0056,2920.0587,5.100047
10.3000,1652.1727,-867.0977,1865.8867,3.258876
10.3500,1243.7834,529.2531,1351.7049,2.360829
10.4000,861.8101,2050.0833,2223.8611,3.884099
10.4500,553.8627,3691.6230,3732.9405,6.519791
10.5000,265.8539,5428.5981,5435.1041,9.492715
10.5500,-94.6726,7209.0830,7209.7046,12.592155
10.6000,-505.2946,8994.4658,9008.6480,15.734111
10.6500,-861.2502,10718.2168,10752.7635,18.780307
10.7000,-1148.6257,12298.6162,12352.1375,21.573704
10.7500,-1455.5182,13747.5244,13824.3611,24.145025
10.8000,-1841.1418,15073.8408,15185.8645,26.522967
10.8500,-2255.2202,16197.1777,16353.4273,28.562182
10.9000,-2630.8123,17075.5938,17277.0679,30.175372
10.9500,-3004.7273,17713.2207,17966.2621,31.379088
11.0000,-3420.4753,18095.0898,18415.5350,32.163769
11.0500,-3803.0549,18213.3691,18606.1829,32.496746
11.1000,-4060.4941,18065.9062,18516.6029,32.340289
11.1500,-4212.5522,17660.6973,18156.1511,31.710740
11.2000,-4322.6880,17027.8770,17567.9886,30.683481
11.2500,-4375.1274,16180.3418,16761.4200,29.274764
11.3000,-4298.8574,15106.1602,15705.9304,27.431292
11.3500,-4092.4160,13813.9307,14407.3783,25.163297
11.4000,-3842.6467,12347.8926,12931.9908,22.586450
11.4500,-3590.9004,10739.1504,11323.6000,19.777305
11.5000,-3268.9563,8990.2373,9566.1090,16.707748
11.5500,-2806.8096,7132.5396,7664.9397,13.387249
11.6000,-2252.0508,5240.2139,5703.6457,9.961738
11.6500,-1719.9368,3370.6274,3784.0867,6.609120
11.7000,-1228.8400,1541.0308,1970.9956,3.442455
11.7500,-709.9200,-226.2722,745.1077,1.301373
11.8000,-176.8696,-1888.3953,1896.6601,3.312624
11.8500,282.5393,-3373.9673,3385.7767,5.913450
11.9000,660.0276,-4594.1226,4641.2928,8.106279
11.9500,1027.0826,-5531.5991,5626.1432,9.826376
12.0000,1413.5995,-6216.6006,6375.2950,11.134812
12.0500,1755.7723,-6613.2407,6842.3453,11.950541
12.1000,1967.5228,-6656.7856,6941.4653,12.123660
12.1500,2047.0909,-6367.5000,6688.4705,11.681790
12.2000,2057.8123,-5842.0034,6193.8353,10.817882
12.2500,2023.3733,-5124.7949,5509.7697,9.623123
12.3000,1918.0597,-4165.4775,4585.8648,8.009471
12.3500,1730.7054,-2915.2676,3390.2989,5.921348
12.4000,1483.9744,-1388.2855,2032.1212,3.549214
12.4500,1210.1335,355.8754,1261.3764,2.203065
12.5000,910.7783,2263.6655,2440.0202,4.261633
12.5500,545.1990,4312.7280,4347.0525,7.592372
12.6000,95.2304,6486.9751,6487.6741,11.331088
12.6500,-394.8897,8765.5059,8774.3963,15.324977
12.7000,-884.8572,11097.9238,11133.1436,19.444662
12.7500,-1387.1099,13368.4912,13440.2616,23.474174
12.8000,-1920.4702,15436.4043,15555.4101,27.168400
12.8500,-2476.6399,17242.7324,17419.6890,30.424468
12.9000,-3039.4272,18825.7461,19069.5263,33.306001
12.9500,-3588.1782,20212.8516,20528.8673,35.854823
13.0000,-4109.9248,21352.7773,21744.7139,37.978367
13.0500,-4605.4385,22149.1680,22622.9022,39.512172
13.1000,-5048.0264,22559.1875,23117.0827,40.375286
13.1500,-5400.2139,22612.3398,23248.2305,40.604344
13.2000,-5662.9443,22316.8535,23024.1371,40.212952
13.2500,-5853.3472,21643.9141,22421.4337,39.160296
13.3000,-5967.3262,20604.7891,21451.4875,37.466231
13.3500,-5984.2710,19269.5684,20177.4073,35.240978
13.4000,-5903.4897,17680.5156,18640.0597,32.555914
13.4500,-5749.2510,15817.8418,16830.2705,29.395015
13.5000,-5534.1436,13692.6328,14768.7148,25.794392
13.5500,-5238.8330,11373.3643,12521.9322,21.870260
13.6000,-4832.0576,8925.7539,10149.7716,17.727148
13.6500,-4330.7788,6406.3154,7732.8211,13.505807
13.7000,-3798.5166,3853.2676,5410.7670,9.450209
13.7500,-3251.9417,1282.0604,3495.5405,6.105158
13.8000,-2639.5073,-1243.7125,2917.8451,5.096181
13.8500,-1927.6417,-3593.0129,4077.4434,7.121484
13.9000,-1157.3302,-5651.4434,5768.7282,10.075409
13.9500,-388.6345,-7400.8008,7410.9978,12.943725
14.0000,374.3602,-8870.4199,8878.3160,15.506479
14.0500,1153.6486,-9995.9131,10062.2653,17.574313
14.1000,1931.1641,-10637.5811,10811.4534,18.882812
14.1500,2654.0132,-10736.9355,11060.0891,19.317068
14.2000,3285.6702,-10365.4180,10873.7077,18.991543
14.2500,3833.2231,-9625.4980,10360.6859,18.095521
14.3000,4314.4380,-8523.7334,9553.4500,16.685638
14.3500,4714.3022,-7022.4233,8458.0775,14.772509
14.4000,5002.3711,-5187.2192,7206.3139,12.586233
14.4500,5170.6807,-3130.8303,6044.6701,10.557357
14.5000,5227.3467,-903.6954,5304.8863,9.265283
14.5500,5178.2153,1491.8033,5388.8210,9.411879
14.6000,5034.7275,4059.2522,6467.3031,11.295509
14.6500,4794.0073,6732.8760,8265.2359,14.435700
14.7000,4413.8706,9384.3213,10370.5226,18.112702
14.7500,3876.2864,11921.1836,12535.5580,21.894058
14.8000,3225.3408,14299.7705,14658.9993,25.602768
14.8500,2494.4624,16501.0059,16688.4852,29.147379
14.9000,1677.9333,18483.5449,18559.5499,32.415299
14.9500,784.8082,20159.1172,20174.3880,35.235704
15.0000,-141.9526,21465.5195,21465.9889,37.491558
15.0500,-1068.3712,22387.8418,22413.3192,39.146124
15.1000,-1999.9650,22915.0059,23002.1163,40.174491
15.1500,-2938.5701,23033.5508,23220.2424,40.555461
15.2000,-3846.6238,22737.1738,23060.2599,40.276042
15.2500,-4672.3560,22021.3945,22511.6132,39.317800
15.3000,-5389.3105,20886.7012,21570.7894,37.674598
15.3500,-6016.8438,19358.2090,20271.7208,35.405702
15.4000,-6560.0439,17489.0742,18678.9157,32.623778
15.4500,-6975.6797,15353.5615,16863.9248,29.453794
15.5000,-7226.0889,13021.6455,14892.2669,26.010183
15.5500,-7293.4868,10510.6914,12793.3414,22.344291
15.6000,-7175.9878,7812.4980,10608.0124,18.527491
15.6500,-6870.3794,4998.7236,8496.4317,14.839496
15.7000,-6367.1001,2219.3223,6742.8002,11.776680
15.7500,-5696.6685,-415.4760,5711.7993,9.975979
15.8000,-4915.2808,-2881.9060,5697.8388,9.951596
15.8500,-4046.4692,-5170.6763,6565.8058,11.467550
15.9000,-3067.1860,-7216.5337,7841.3002,13.695272
15.9500,-1962.5594,-8930.7432,9143.8402,15.970232
16.0000,-775.0053,-10250.0166,10279.2740,17.953331
16.0500,446.0092,-11139.5537,11148.4789,19.471446
16.1000,1689.9994,-11595.2266,11717.7377,20.465689
16.1500,2948.9868,-11607.7656,11976.5081,20.917646
16.2000,4168.4834,-11136.1846,11890.7889,20.767932
16.2500,5272.9224,-10174.4082,11459.5939,20.014826
16.3000,6238.1948,-8799.6074,10786.4807,18.839196
16.3500,7076.0244,-7102.0952,10025.4615,17.510033
16.4000,7760.0732,-5122.3789,9298.2527,16.239922
16.4500,8246.7656,-2900.3611,8741.9241,15.268263
16.5000,8538.1670,-513.2652,8553.5803,14.939310
16.5500,8644.2832,1956.7301,8862.9806,15.479695
16.6000,8545.6807,4462.0000,9640.4410,16.837573
16.6500,8245.5898,7001.1982,10816.9556,18.892422
16.7000,7776.7031,9536.0527,12305.0158,21.491403
16.7500,7156.2197,11928.8428,13910.7430,24.295896
16.8000,6384.9360,14042.6484,15426.0618,26.942486
16.8500,5452.1611,15834.8662,16747.2102,29.249946
16.9000,4353.5684,17334.4062,17872.7501,31.215764
16.9500,3128.4502,18563.4473,18825.2165,32.879300
17.0000,1835.7690,19469.5781,19555.9331,34.155538
17.0500,515.1879,19985.3652,19992.0045,34.917161
17.1000,-805.4308,20160.4551,20176.5376,35.239459
17.1500,-2099.7485,20087.5898,20197.0347,35.275258
17.2000,-3342.9058,19709.1465,19990.6347,34.914769
17.2500,-4505.8418,18921.7637,19450.8548,33.972013
17.3000,-5558.9082,17781.4844,18630.1542,32.538613
17.3500,-6486.5874,16414.5703,17649.7574,30.826295
17.4000,-7287.2554,14866.1016,16556.1187,28.916193
17.4500,-7952.1230,13087.4385,15313.9579,26.746690
17.5000,-8443.7158,11041.6523,13900.1591,24.277411
17.5500,-8726.3330,8803.8447,12395.8287,21.650013
17.6000,-8810.6816,6477.6328,10935.6224,19.099680
17.6500,-8723.5322,4124.2891,9649.3406,16.853117
17.7000,-8474.3828,1798.9839,8663.2273,15.130814
17.7500,-8052.6543,-460.3363,8065.8013,14.087376
17.8000,-7422.6284,-2615.3118,7869.8963,13.745217
17.8500,-6578.6968,-4584.9141,8018.7710,14.005235
17.9000,-5576.8379,-6281.7969,8400.1246,14.671291
17.9500,-4465.2368,-7673.6875,8878.2780,15.506412
18.0000,-3264.3259,-8780.6250,9367.7745,16.361346
18.0500,-2000.3486,-9590.9883,9797.3696,17.111658
18.1000,-706.5877,-10031.1504,10056.0054,17.563380
18.1500,579.7151,-10035.6436,10052.3734,17.557036
18.2000,1830.2158,-9617.4170,9790.0153,17.098813
18.2500,3029.2002,-8868.4678,9371.5407,16.367923
18.3000,4148.6689,-7840.7207,8870.6457,15.493082
18.3500,5142.9253,-6481.4058,8273.9532,14.450925
18.4000,5977.2188,-4741.6963,7629.6021,13.325530
18.4500,6656.6167,-2691.4226,7180.1324,12.540506
18.5000,7202.5420,-514.6931,7220.9085,12.611723
18.5500,7595.6152,1672.4607,7777.5636,13.583953
18.6000,7780.8911,3923.6602,8714.2054,15.219850
18.6500,7732.8364,6274.4351,9958.1773,17.392517
18.7000,7480.2759,8616.2773,11410.2920,19.928717
18.7500,7054.3242,10795.3076,12895.8194,22.523275
18.8000,6447.8911,12768.5762,14304.2594,24.983194
18.8500,5662.9346,14605.1875,15664.6203,27.359141
18.9000,4739.0586,16268.5615,16944.7564,29.594971
18.9500,3705.8479,17585.9688,17972.1898,31.389441
19.0000,2568.4604,18476.2090,18653.8813,32.580054
19.0500,1334.9813,18992.7617,19039.6211,33.253770
19.1000,40.0893,19172.6992,19172.7411,33.486272
19.1500,-1262.0286,18962.9141,19004.8632,33.193064
19.2000,-2538.0188,18312.7168,18487.7564,32.289907
19.2500,-3775.0950,17268.1680,17675.9997,30.872129
19.3000,-4955.5703,15888.3701,16643.2564,29.068384
19.3500,-6045.1890,14175.8662,15411.0185,26.916212
19.4000,-6999.4644,12148.4561,14020.6093,24.487784
19.4500,-7794.1099,9878.1006,12582.7270,21.976441
19.5000,-8427.6357,7438.9336,11241.1199,19.633249
19.5500,-8879.5635,4868.9805,10126.8760,17.687159
19.6000,-9098.9307,2214.1375,9364.4511,16.355541
19.6500,-9070.7393,-427.8403,9080.8236,15.860170
19.7000,-8816.5566,-2952.2742,9297.7198,16.238991
19.7500,-8328.7666,-5310.3340,9877.6515,17.251875
19.8000,-7590.3755,-7480.7515,10657.1780,18.613361
19.8500,-6604.2124,-9412.2061,11498.0539,20.081999
19.9000,-5419.4360,-11056.9619,12313.6791,21.506534
19.9500,-4117.4023,-12390.1064,13056.3295,22.803615
20.0000,-2714.8120,-13365.2725,13638.2078,23.819898
20.0500,-1193.7695,-13925.8525,13976.9258,24.411488
20.1000,383.8348,-14039.9395,14045.1853,24.530707
20.1500,1910.3700,-13712.1514,13844.5877,24.180352
20.2000,3327.7844,-12956.1348,13376.6804,23.363125
20.2500,4622.1880,-11761.4834,12637.1323,22.071463
20.3000,5784.6880,-10158.3105,11689.9054,20.417078
20.3500,6783.8311,-8228.1738,10664.1084,18.625466
20.4000,7568.1426,-6005.4692,9661.3893,16.874160
20.4500,8134.0605,-3508.6453,8858.5288,15.471919
20.5000,8514.9404,-807.5032,8553.1440,14.938548
20.5500,8689.4688,2023.4774,8921.9576,15.582701
20.6000,8600.8564,4925.5640,9911.4031,17.310824
20.6500,8254.0283,7838.5596,11382.9697,19.880998
20.7000,7706.9419,10685.3613,13174.7448,23.010434
20.7500,6974.8267,13390.4014,15098.0481,26.369591
20.8000,6025.6646,15906.4561,17009.5261,29.708095
20.8500,4843.8911,18155.4121,18790.4835,32.818637
20.9000,3452.8787,20049.1738,20344.3295,35.532517
20.9500,1907.2202,21583.4961,21667.5978,37.843679
21.0000,265.8665,22769.4883,22771.0404,39.770904
21.0500,-1432.9172,23546.6973,23590.2565,41.201711
21.1000,-3160.1096,23844.6309,24053.1227,42.010133
21.1500,-4874.0742,23663.5723,24160.3239,42.197366
21.2000,-6535.4072,23079.3555,23986.8338,41.894356
21.2500,-8109.0024,22153.3281,23590.8005,41.202661
21.3000,-9538.5732,20833.7305,22913.5049,40.019726
21.3500,-10766.0107,19039.6973,21872.7470,38.201984
21.4000,-11763.2178,16807.4434,20514.9566,35.830527
21.4500,-12532.5977,14257.9492,18983.0219,33.154917
21.5000,-13066.1992,11482.5225,17394.6510,30.380737
21.5500,-13316.5400,8506.2061,15801.4487,27.598120
21.6000,-13255.0771,5365.4868,14299.8433,24.975481
21.6500,-12910.2236,2167.3542,13090.8861,22.863970
21.7000,-12336.3857,-979.7905,12375.2334,21.614042
21.7500,-11574.5283,-4003.0146,12247.1969,21.390419
21.8000,-10611.3457,-6836.0151,12622.6685,22.046201
21.8500,-9423.6436,-9408.6777,13316.4663,23.257958
21.9000,-8057.3716,-11650.0801,14164.9427,24.739870
21.9500,-6586.2388,-13515.4678,15034.8399,26.259194
22.0000,-5048.5225,-14984.8848,15812.4745,27.617377
22.0500,-3455.5229,-16016.0469,16384.5780,28.616588
22.1000,-1827.6793,-16522.7402,16623.5182,29.033910
22.1500,-213.3770,-16431.1992,16432.5846,28.700434
22.2000,1355.5006,-15749.7295,15807.9525,27.609479
22.2500,2864.4080,-14534.7949,14814.3544,25.874104
22.3000,4254.5220,-12824.7178,13512.0074,23.599482
22.3500,5461.9839,-10639.4102,11959.5283,20.887989
22.4000,6462.6021,-8026.8960,10305.1582,17.998539
22.4500,7245.6426,-5078.5845,8848.2403,15.453950
22.5000,7810.5371,-1842.9579,8025.0223,14.016153
22.5500,8137.2173,1686.4026,8310.1299,14.514110
22.6000,8179.8755,5435.8940,9821.3699,17.153576
22.6500,7930.0264,9254.9072,12187.6423,21.286404
22.7000,7428.0371,13019.3662,14989.3173,26.179687
22.7500,6732.9941,16645.5996,17955.7566,31.360740
22.8000,5878.3906,20100.0977,20942.0487,36.576467
22.8500,4843.5415,23356.5469,23853.4730,41.661434
22.9000,3625.2271,26319.2598,26567.7569,46.402083
22.9500,2297.2124,28831.1602,28922.5341,50.514834
23.0000,938.1982,30779.8203,30794.1156,53.783657
23.0500,-449.6510,32215.9531,32219.0910,56.272456
23.1000,-1895.2706,33183.6797,33237.7594,58.051618
23.1500,-3355.1145,33553.7695,33721.0949,58.895791
23.2000,-4722.4844,33249.4258,33583.1233,58.654816
23.2500,-5955.7158,32332.9590,32876.9036,57.421363
23.3000,-7108.9995,30850.1816,31658.6731,55.293655
23.3500,-8186.7295,28819.4043,29959.6496,52.326215
23.4000,-9077.0498,26276.4746,27800.1070,48.554452
23.4500,-9694.2881,23322.6836,25257.2127,44.113144
23.5000,-10083.5439,20103.6211,22490.7412,39.281346
23.5500,-10297.4590,16685.4082,19607.1545,34.244999
23.6000,-10275.4463,13061.4170,16618.8270,29.025717
23.6500,-9955.6738,9258.6406,13595.5091,23.745322
23.7000,-9384.5156,5390.1455,10822.3289,18.901807
23.7500,-8638.3203,1598.4305,8784.9620,15.343431
23.8000,-7727.3779,-2030.4131,7989.6775,13.954422
