# ABAQUS Dynamic Analysis - Stress History
# ODB: tree_H8m_DBH25cm.odb
# f1=0.5942 Hz  U1_tip_max=0.0000 m  U2_tip_max=0.0000 m
# sigma_max_SM2=22.621 MPa  sigma_max_Mres=23.272 MPa
# DAF_SM2=1.257  DAF_Mres=1.293
time_s,SM1_Nm,SM2_Nm,Mres_Nm,sigma_bending_MPa
11.3500,-5921.9810,23852.8984,24577.0344,9.271838
11.4000,-5671.6372,19894.0566,20686.7339,7.804198
11.4500,-5487.2832,15762.9639,16690.7551,6.296690
11.5000,-5254.7441,11513.3154,12655.7800,4.774471
11.5500,-4713.6055,7255.7847,8652.4267,3.264181
11.6000,-3865.6094,3208.0286,5023.3836,1.895102
11.6500,-3044.0945,-450.8330,3077.2978,1.160930
11.7000,-2433.6780,-3663.7803,4398.4173,1.659330
11.7500,-1860.3538,-6389.1758,6654.5085,2.510454
11.8000,-1233.0747,-8556.4531,8644.8461,3.261321
11.8500,-722.1511,-10012.5342,10038.5429,3.787102
11.9000,-411.6519,-10505.5361,10513.5982,3.966320
11.9500,-164.0243,-10010.3994,10011.7431,3.776992
12.0000,173.4901,-8744.3838,8746.1047,3.299522
12.0500,542.4219,-6748.5693,6770.3331,2.554150
12.1000,680.3447,-3903.4236,3962.2701,1.494791
12.1500,458.2055,-307.3779,551.7549,0.208153
12.2000,47.8165,3645.5527,3645.8663,1.375426
12.2500,-348.5993,7637.0142,7644.9661,2.884111
12.3000,-715.2797,11691.8584,11713.7175,4.419072
12.3500,-1147.0531,15967.9883,16009.1343,6.039545
12.4000,-1682.2203,20463.0996,20532.1287,7.745872
12.4500,-2206.9146,24936.9453,25034.4106,9.444386
12.5000,-2604.5798,29099.9102,29216.2388,11.022006
12.5500,-2982.1946,32850.4961,32985.5814,12.444014
12.6000,-3514.4871,36241.8789,36411.8855,13.736608
12.6500,-4146.9668,39326.1172,39544.1630,14.918279
12.7000,-4699.6279,41994.0508,42256.2043,15.941413
12.7500,-5137.8525,43903.6211,44203.2292,16.675941
12.8000,-5567.1226,44685.7695,45031.2209,16.988306
12.8500,-6081.8911,44300.9805,44716.5100,16.869579
12.9000,-6681.3623,43060.4883,43575.7530,16.439221
12.9500,-7249.0171,41243.2188,41875.4265,15.797763
13.0000,-7705.2637,38855.8438,39612.4688,14.944048
13.0500,-8121.5566,35731.1875,36642.5633,13.823633
13.1000,-8510.6768,31859.3164,32976.4713,12.440577
13.1500,-8755.0898,27510.0645,28869.6249,10.891244
13.2000,-8805.7695,22916.5215,24550.1229,9.261685
13.2500,-8723.5820,18130.3594,20119.9109,7.590360
13.3000,-8570.8809,13249.0107,15779.6161,5.952957
13.3500,-8333.4404,8552.1270,11940.9005,4.504778
13.4000,-7975.1016,4276.7817,9049.4810,3.413972
13.4500,-7529.5952,425.9618,7541.6343,2.845128
13.5000,-7064.4561,-3015.2283,7681.0247,2.897714
13.5500,-6572.6016,-5930.8667,8852.9244,3.339820
13.6000,-5942.2588,-8184.6084,10114.2599,3.815667
13.6500,-5152.8164,-9652.5977,10941.8535,4.127882
13.7000,-4382.6367,-10330.1211,11221.3594,4.233327
13.7500,-3737.9075,-10398.2080,11049.6462,4.168547
13.8000,-3070.5667,-9914.8447,10379.4280,3.915703
13.8500,-2190.2805,-8644.7041,8917.8606,3.364318
13.9000,-1135.0742,-6363.8037,6464.2394,2.438674
13.9500,-106.6569,-3221.4934,3223.2585,1.215994
14.0000,819.8716,367.6945,898.5481,0.338983
14.0500,1740.5930,4284.7852,4624.8295,1.744745
14.1000,2709.5637,8802.2520,9209.8521,3.474473
14.1500,3620.9556,14026.7412,14486.5727,5.465149
14.2000,4315.9614,19568.8828,20039.1791,7.559904
14.2500,4775.2549,24824.4648,25279.5790,9.536877
14.3000,5119.9053,29548.7930,29989.0746,11.313563
14.3500,5407.8018,33865.9258,34294.9741,12.937990
14.4000,5559.5718,37675.5703,38083.5586,14.367257
14.4500,5492.2676,40608.0938,40977.8267,15.459138
14.5000,5216.9434,42429.7305,42749.2518,16.127419
14.5500,4816.2017,43196.1289,43463.7936,16.396984
14.6000,4387.2104,43189.0859,43411.3437,16.377197
14.6500,3912.2876,42519.6406,42699.2486,16.108555
14.7000,3200.0703,40947.9102,41072.7622,15.494953
14.7500,2158.7493,38298.6406,38359.4326,14.471332
14.8000,959.9157,34709.9648,34723.2357,13.099555
14.8500,-249.6523,30538.6582,30539.6786,11.521282
14.9000,-1512.7235,26048.5117,26092.3992,9.843518
14.9500,-2868.0198,21201.8633,21394.9654,8.071383
15.0000,-4217.4165,15979.7725,16526.9395,6.234890
15.0500,-5436.7568,10623.4863,11933.8505,4.502119
15.1000,-6535.8418,5448.5312,8509.0376,3.210087
15.1500,-7584.8521,663.4343,7613.8115,2.872357
15.2000,-8548.6172,-3642.6853,9292.3631,3.505601
15.2500,-9289.6377,-7425.7900,11892.8435,4.486648
15.3000,-9704.6602,-10593.2422,14366.5309,5.419862
15.3500,-9877.1904,-12987.8545,16316.9622,6.155675
15.4000,-9924.2812,-14476.9834,17552.0485,6.621618
15.4500,-9786.4678,-14967.5508,17883.0235,6.746481
15.5000,-9342.0967,-14395.7939,17161.4001,6.474244
15.5500,-8516.2783,-12867.8105,15430.7338,5.821339
15.6000,-7338.0581,-10654.6475,12937.1020,4.880601
15.6500,-5884.8931,-7869.0107,9826.1537,3.706977
15.7000,-4167.4365,-4365.0444,6034.9930,2.276738
15.7500,-2253.0388,-65.8091,2253.9997,0.850335
15.8000,-313.9380,4804.5908,4814.8365,1.816427
15.8500,1528.1294,9874.0361,9991.5849,3.769387
15.9000,3313.5884,14921.3506,15284.8478,5.766303
15.9500,5137.4131,19909.4082,20561.5551,7.756973
16.0000,6941.4980,24819.2324,25771.6645,9.722519
16.0500,8581.6699,29530.7012,30752.3555,11.601516
16.1000,10005.4521,33775.6797,35226.4902,13.289410
16.1500,11230.6943,37337.9180,38990.3656,14.709356
16.2000,12193.3535,40252.3281,42058.6232,15.866875
16.2500,12730.7529,42564.2031,44427.2828,16.760466
16.3000,12780.9707,44044.1445,45861.0933,17.301380
16.3500,12425.0566,44386.3867,46092.6606,17.388740
16.4000,11696.2754,43530.1484,45074.1243,17.004491
16.4500,10568.3623,41580.5781,42902.6195,16.185278
16.5000,9101.9336,38604.2500,39662.7447,14.963015
16.5500,7368.4131,34618.3633,35393.8496,13.352548
16.6000,5373.7983,29723.7559,30205.6182,11.395256
16.6500,3215.4246,24260.4551,24472.6099,9.232443
16.7000,1062.5519,18578.8887,18609.2483,7.020454
16.7500,-1009.9556,12682.3438,12722.4940,4.799639
16.8000,-2989.9463,6443.0479,7103.0025,2.679651
16.8500,-4893.6890,6.9202,4893.6939,1.846176
16.9000,-6744.0459,-6154.7764,9130.3575,3.444484
16.9500,-8449.4736,-11527.7100,14292.7150,5.392015
17.0000,-9853.4629,-15953.0488,18750.7466,7.073835
17.0500,-10868.4658,-19537.9277,22357.4187,8.434474
17.1000,-11466.8467,-22071.1484,24872.1564,9.383174
17.1500,-11655.8252,-23079.3359,25855.6378,9.754199
17.2000,-11466.1553,-22583.1582,25327.2926,9.554877
17.2500,-10905.9141,-21009.1367,23671.1383,8.930083
17.3000,-9972.5742,-18453.7188,20975.9856,7.913320
17.3500,-8724.2432,-14716.9590,17108.5154,6.454293
17.4000,-7282.6362,-9748.6367,12168.5130,4.590646
17.4500,-5747.7930,-3899.0369,6945.4742,2.620223
17.5000,-4103.9761,2249.8013,4680.1950,1.765632
17.5500,-2303.8142,8409.7021,8719.5556,3.289506
17.6000,-448.3695,14584.8711,14591.7614,5.504832
17.6500,1285.0327,20734.9258,20774.7071,7.837386
17.7000,2788.5754,26673.3496,26818.7198,10.117527
17.7500,4062.5762,32020.8594,32277.5458,12.176903
17.8000,5238.8950,36445.3008,36819.9127,13.890539
17.8500,6380.3101,39956.3828,40462.5862,15.264760
17.9000,7320.2744,42686.9961,43310.1149,16.339008
17.9500,7906.2461,44523.6602,45220.1840,17.059593
18.0000,8135.0513,45136.9141,45864.1480,17.302532
18.0500,8038.3828,44396.1992,45118.0463,17.021061
18.1000,7635.7441,42559.6562,43239.2059,16.312257
18.1500,6910.2749,39970.0703,40563.0179,15.302648
18.2000,5860.5356,36696.1992,37161.2287,14.019302
18.2500,4571.4336,32512.6562,32832.4660,12.386250
18.3000,3126.5322,27378.4277,27556.3697,10.395810
18.3500,1525.0835,21754.2129,21807.6055,8.227054
18.4000,-243.9079,16205.4434,16207.2788,6.114296
18.4500,-2067.2395,10883.5137,11078.1022,4.179282
18.5000,-3738.7080,5466.0503,6622.3594,2.498326
18.5500,-5175.7217,-190.7366,5179.2350,1.953898
18.6000,-6482.6919,-5544.6997,8530.4741,3.218174
18.6500,-7739.7271,-9973.8496,12624.6208,4.762716
18.7000,-8838.4775,-13420.7676,16069.7134,6.062398
18.7500,-9614.4912,-16189.9609,18829.5851,7.103577
18.8000,-10054.6709,-18310.0742,20889.1174,7.880548
18.8500,-10217.7598,-19301.4570,21839.1588,8.238957
18.9000,-10084.1924,-18915.4648,21435.6186,8.086719
18.9500,-9627.4365,-17564.8789,20030.2897,7.556550
19.0000,-8880.9180,-15645.7549,17990.5628,6.787051
19.0500,-7923.2778,-13096.7100,15306.9312,5.774634
19.1000,-6818.3589,-9727.9121,11879.4904,4.481611
19.1500,-5555.0322,-5650.5044,7923.7985,2.989302
19.2000,-4132.8579,-1242.6075,4315.6214,1.628095
19.2500,-2625.8882,3254.4290,4181.6978,1.577571
19.3000,-1145.0469,7778.8301,7862.6541,2.966235
19.3500,235.8367,12223.1924,12225.4673,4.612133
19.4000,1531.1149,16423.8203,16495.0352,6.222854
19.4500,2747.2361,20210.4473,20396.3106,7.694634
19.5000,3800.3018,23418.2148,23724.5670,8.950239
19.5500,4630.7124,25920.1504,26330.5468,9.933361
19.6000,5316.9209,27675.5605,28181.6660,10.631707
19.6500,5905.6982,28726.5371,29327.3116,11.063909
19.7000,6338.7017,29101.0469,29783.3858,11.235966
19.7500,6626.3364,28739.4629,29493.4749,11.126595
19.8000,6822.4658,27590.0801,28421.0936,10.722033
19.8500,6976.7754,25718.8672,26648.3681,10.053261
19.9000,7051.1172,23172.9551,24221.9756,9.137890
19.9500,6869.1064,19957.6309,21106.6732,7.962623
20.0000,6425.7954,16242.2471,17467.1531,6.589591
20.0500,5906.6055,12307.5527,13651.5143,5.150118
20.1000,5308.3047,8365.4189,9907.4887,3.737661
20.1500,4442.5527,4511.5435,6331.6901,2.388669
20.2000,3218.7910,832.2526,3324.6443,1.254243
20.2500,1699.3281,-2447.9001,2979.9213,1.124194
20.3000,39.8054,-5172.5776,5172.7308,1.951445
20.3500,-1644.6975,-7384.2827,7565.2271,2.854029
20.4000,-3396.1960,-9012.6650,9631.3176,3.633474
20.4500,-5183.5513,-9893.3105,11169.0106,4.213578
20.5000,-6802.1660,-9998.6689,12093.0907,4.562193
20.5500,-8168.5625,-9336.6484,12405.5801,4.680082
20.6000,-9381.4678,-7915.5918,12274.7110,4.630710
20.6500,-10451.4600,-5788.1929,11947.2253,4.507164
20.7000,-11229.5615,-3042.7910,11634.5017,4.389187
20.7500,-11638.6328,224.7622,11640.8029,4.391565
20.8000,-11767.4541,3957.6655,12415.1558,4.683694
20.8500,-11761.6191,7962.4385,14203.3838,5.358314
20.9000,-11712.2324,11962.5244,16741.5166,6.315840
20.9500,-11564.9541,15941.2715,19694.4738,7.429862
21.0000,-11188.2100,19953.8340,22876.4406,8.630278
21.0500,-10559.2236,23780.5098,26019.4129,9.815984
21.1000,-9782.7568,27092.0762,28804.2171,10.866568
21.1500,-8940.6748,29747.9785,31062.4837,11.718513
21.2000,-8053.1558,31879.8496,32881.2732,12.404663
21.2500,-7119.3555,33640.1484,34385.2412,12.972044
21.3000,-6103.5044,34781.5312,35312.9959,13.322045
21.3500,-4993.6631,34826.4688,35182.6605,13.272875
21.4000,-3847.7607,33654.9141,33874.1569,12.779234
21.4500,-2767.8438,31549.2734,31670.4533,11.947874
21.5000,-1814.6097,28790.8027,28847.9311,10.883060
21.5500,-922.5476,25384.2969,25401.0555,9.582705
21.6000,-45.7684,21236.3105,21236.3599,8.011548
21.6500,717.0262,16506.8652,16522.4310,6.233189
21.7000,1197.8467,11522.6699,11584.7641,4.370424
21.7500,1268.4020,6546.5474,6668.2926,2.515654
21.8000,1004.3440,1727.5708,1998.3012,0.753871
21.8500,600.7221,-2851.1404,2913.7379,1.099226
21.9000,62.6085,-7038.8345,7039.1129,2.655549
21.9500,-741.6096,-10647.4521,10673.2480,4.026549
22.0000,-1842.8086,-13578.3340,13702.8135,5.169471
22.0500,-3130.1394,-15756.4980,16064.4017,6.060395
22.1000,-4452.5083,-16971.4883,17545.8327,6.619273
22.1500,-5757.8086,-16949.8906,17901.1495,6.753319
22.2000,-7017.3853,-15631.4727,17134.3699,6.464047
22.2500,-8148.7954,-13190.9873,15504.9996,5.849357
22.3000,-9164.8945,-9820.3242,13432.5746,5.067522
22.3500,-10104.9170,-5602.1597,11553.9405,4.358795
22.4000,-10925.3203,-602.5034,10941.9210,4.127907
22.4500,-11586.1416,4969.5298,12606.9387,4.756045
22.5000,-12014.6807,10944.1104,16251.9569,6.131151
22.5500,-12178.4502,17336.6328,21186.6346,7.992788
22.6000,-12188.3975,24006.0312,26922.9747,10.156858
22.6500,-12111.4521,30579.7168,32890.8247,12.408266
22.7000,-11863.5723,36711.2930,38580.6088,14.554772
22.7500,-11280.1221,42143.8945,43627.3882,16.458701
22.8000,-10279.4619,46842.5742,47957.2111,18.092153
22.8500,-9029.0234,50911.0859,51705.5310,19.506230
22.9000,-7731.5381,54214.7656,54763.2860,20.659787
22.9500,-6320.2427,56316.0469,56669.5915,21.378953
23.0000,-4634.4824,56873.6016,57062.1151,21.527035
23.0500,-2770.4062,56161.7461,56230.0353,21.213127
23.1000,-1026.7063,54594.7344,54604.3876,20.599842
23.1500,476.5085,51959.4219,51961.6068,19.602836
23.2000,1916.4104,48006.2227,48044.4590,18.125068
23.2500,3376.6743,42946.6992,43079.2398,16.251909
23.3000,4578.9316,37080.0234,37361.6749,14.094922
23.3500,5278.5444,30670.8047,31121.7174,11.740860
23.4000,5651.0337,23914.1406,24572.7553,9.270223
23.4500,5973.1377,17039.0820,18055.7107,6.811628
23.5000,6158.4395,10476.6426,12152.6300,4.584655
23.5500,5958.5659,4532.9580,7486.8028,2.824442
23.6000,5430.5664,-809.6618,5490.5923,2.071360
23.6500,4800.4136,-5647.1357,7411.7550,2.796130
23.7000,4093.1677,-9856.6650,10672.7629,4.026366
